# Source: Michon et al., Nat. Commun. 14, 3033 (2023), doi:10.1038/s41467-023-38762-5
# Open data: Yareta (University of Geneva), DOI 10.26037/yareta:zvtvqwmbl5emvd3bxr6sluurqi (CC-BY-4.0)
# Archive member: researchdata/for-yareta/experimental-data/Epsilon_LSCO-0p24.txt
# Fetched by scripts/fetch_michon2023.py; content below is verbatim.
#
# Complex relative dielectric function of La(2-x)Sr(x)CuO(4) at x=0.24 versus
# energy at temperatures T = [9,15,20,30,40,50,60,75,100,150,200,250,300] Kelvin
#
# Energy (eV)	Eps1 9K	Eps2 9K	Eps1 15K	Eps2 15K	Eps1 20K	Eps2 20K	Eps1 30K	Eps2 30K	Eps1 40K	Eps2 40K	Eps1 50K	Eps2 50K	Eps1 60K	Eps2 60K	Eps1 75K	Eps2 75K	Eps1 100K	Eps2 100K	Eps1 150K	Eps2 150K	Eps1 200K	Eps2 200K	Eps1 250K	Eps2 250K	Eps1 300K	Eps2 300K
#
0.093013540	-256.84176	81.952721	-256.99396	80.154503	-258.57572	77.211571	-260.40492	76.321014	-258.92054	81.092972	-258.70093	81.037491	-257.14377	83.371750	-252.70719	98.407906	-243.52454	116.84485	-245.86903	119.81083	-231.70230	140.86957	-215.45692	159.34460	-203.36321	181.67955
0.093252830	-255.45777	81.698769	-255.51634	80.071373	-257.55517	76.814575	-258.79333	76.095146	-257.61461	80.584732	-257.36784	81.234962	-255.27885	83.199364	-251.86555	98.215149	-242.29420	116.64658	-244.69189	119.16862	-230.54935	139.50513	-214.27548	158.33592	-202.56324	180.46323
0.093492113	-254.07156	81.515106	-254.16759	80.018318	-256.18823	76.257576	-257.30693	76.045517	-256.04674	80.152374	-256.34702	81.244759	-253.62642	83.533127	-250.98896	97.670624	-241.32028	116.34814	-243.42762	118.39409	-229.00764	138.35356	-212.99081	157.54066	-201.76339	179.25117
0.093731403	-252.73324	81.374916	-252.89688	79.896431	-254.51409	75.956131	-255.98363	75.913300	-254.38820	79.975082	-255.33712	80.924149	-252.50769	83.899498	-249.84842	96.964050	-240.37859	115.77660	-241.98373	117.62483	-227.35229	137.61998	-211.80792	156.95914	-200.93384	177.93549
0.093970694	-251.43906	81.225929	-251.58974	79.726196	-252.86036	76.002342	-254.62400	75.684647	-252.80667	79.952263	-254.09980	80.515373	-251.69271	83.907722	-248.43273	96.331360	-239.21902	115.14891	-240.39427	117.03307	-225.90425	137.16103	-210.83520	156.50504	-199.86233	176.62723
0.094208740	-250.13910	81.068542	-250.26370	79.689957	-251.43922	76.219772	-253.17044	75.531189	-251.33186	80.096832	-252.70204	80.201591	-250.78631	83.586441	-246.87269	95.927399	-237.95044	114.69456	-238.81754	116.67958	-224.69920	136.71501	-210.12756	155.94212	-198.59963	175.61194
0.094448023	-248.83062	81.025177	-249.06947	79.712448	-250.23697	76.457321	-251.74324	75.554703	-250.04951	80.351730	-251.24593	80.054092	-249.65402	83.297356	-245.33375	95.820366	-236.77281	114.36516	-237.38242	116.54699	-223.55032	136.22122	-209.46355	155.20200	-197.46692	174.87923
0.094687313	-247.64099	81.035614	-248.01318	79.675186	-249.22594	76.656715	-250.48127	75.622871	-249.02349	80.603065	-249.85320	80.079727	-248.51979	83.129692	-244.02154	95.923454	-235.73062	114.02325	-236.22905	116.48661	-222.42005	135.80685	-208.73746	154.29715	-196.58534	174.21046
0.094926603	-246.58600	81.035339	-247.00669	79.512039	-248.38266	76.713051	-249.35449	75.650772	-248.20490	80.657440	-248.63895	80.235901	-247.53353	83.010910	-243.05172	96.075462	-234.74330	113.60683	-235.30293	116.22534	-221.43070	135.37209	-207.82593	153.40634	-195.83535	173.48631
0.095165886	-245.62625	80.908272	-245.96259	79.278542	-247.59287	76.550545	-248.30034	75.563080	-247.43467	80.511955	-247.65213	80.327621	-246.69506	82.694199	-242.37316	95.908821	-233.74472	113.15036	-234.33044	115.80623	-220.48186	134.87773	-206.84621	152.65016	-195.12869	172.69293
0.095405176	-244.66227	80.703102	-244.86854	79.017441	-246.72386	76.228554	-247.22603	75.390221	-246.61483	80.144089	-246.77382	80.273819	-245.78055	82.140274	-241.62310	95.409081	-232.73720	112.68445	-233.27199	115.42928	-219.52079	134.36646	-205.92871	152.05376	-194.41249	171.92880
0.095644467	-243.69449	80.421204	-243.76247	78.819702	-245.76153	75.861519	-246.11324	75.196060	-245.61920	79.663078	-245.92621	80.110855	-244.62085	81.460449	-240.62447	94.805931	-231.73975	112.22433	-232.28666	115.13711	-218.56419	133.92097	-205.20331	151.49380	-193.80185	171.11868
0.095882513	-242.67412	80.038628	-242.73730	78.588097	-244.71857	75.384644	-244.99501	74.996216	-244.44387	79.212502	-245.10193	79.812485	-243.18944	80.908058	-239.46158	94.331703	-230.77245	111.73029	-231.46662	114.77705	-217.72913	133.53770	-204.63944	150.81746	-193.17722	170.28291
0.096121803	-241.51903	79.657440	-241.70576	78.232475	-243.46649	74.902588	-243.84880	74.756439	-243.15157	78.893471	-244.20503	79.332191	-241.65012	80.633789	-238.30574	93.962051	-229.77416	111.18222	-230.68292	114.21783	-217.06267	133.04420	-204.09668	149.94678	-192.58174	169.45473
0.096361086	-240.28911	79.378090	-240.52774	77.778397	-242.03492	74.590652	-242.62672	74.524277	-241.87309	78.744347	-243.10336	78.749527	-240.20884	80.570663	-237.21063	93.627571	-228.69306	110.62189	-229.77227	113.55514	-216.42722	132.36043	-203.43995	148.92273	-192.07133	168.54980
0.096600376	-239.08422	79.202232	-239.15179	77.457008	-240.62588	74.608963	-241.35961	74.406113	-240.72008	78.677376	-241.76375	78.261818	-238.93023	80.608406	-236.14876	93.235611	-227.54765	110.19953	-228.74441	112.90946	-215.67673	131.49232	-202.59215	147.86168	-191.53993	167.51660
0.096839666	-237.94987	79.058372	-237.76702	77.381645	-239.48602	74.726196	-240.15922	74.383774	-239.67225	78.541512	-240.31053	77.997444	-237.79023	80.617569	-235.01122	92.793930	-226.49691	109.84856	-227.64885	112.26369	-214.68817	130.62456	-201.57165	146.89423	-190.89167	166.41353
0.097078949	-236.86373	78.911980	-236.52082	77.392365	-238.52730	74.695824	-239.04720	74.352333	-238.60298	78.344200	-238.89366	77.955811	-236.70105	80.600739	-233.75490	92.448860	-225.52953	109.47924	-226.43801	111.68796	-213.54567	129.90408	-200.47904	146.11487	-190.11638	165.31212
0.097318240	-235.80638	78.753494	-235.36328	77.441399	-237.52972	74.528557	-237.94504	74.297745	-237.47361	78.182419	-237.61740	78.093834	-235.62362	80.561348	-232.49876	92.296440	-224.59524	109.07965	-225.15874	111.27147	-212.37307	129.39429	-199.45054	145.45374	-189.21376	164.25252
0.097556286	-234.77053	78.579620	-234.28731	77.525909	-236.45030	74.431770	-236.86160	74.338295	-236.36941	78.144997	-236.57493	78.320862	-234.54746	80.610298	-231.40544	92.289772	-223.68184	108.64101	-223.93642	111.08547	-211.31670	129.09390	-198.46372	144.87950	-188.16660	163.37636
0.097795576	-233.71016	78.366646	-233.32788	77.687645	-235.42713	74.426155	-235.90844	74.414658	-235.39201	78.145172	-235.75976	78.451881	-233.61456	80.823593	-230.53857	92.274879	-222.74569	108.15578	-222.94261	111.05289	-210.49050	128.85017	-197.53473	144.44957	-187.13268	162.78354
0.098034866	-232.59034	78.210114	-232.57755	77.794777	-234.53565	74.413643	-235.07659	74.388519	-234.53782	78.090591	-235.05718	78.430733	-233.00024	80.974434	-229.83166	92.066093	-221.74464	107.64342	-222.23981	110.90392	-209.85188	128.49904	-196.82112	144.06392	-186.34519	162.36482
0.098274149	-231.49392	78.174622	-231.95406	77.693993	-233.71726	74.277267	-234.24198	74.245918	-233.71832	77.891441	-234.37314	78.233696	-232.57927	80.790482	-229.08019	91.633400	-220.65249	107.21330	-221.62614	110.52995	-209.26144	128.01608	-196.28445	143.53273	-185.83091	161.90894
0.098513439	-230.51841	78.197998	-231.28126	77.386009	-232.86117	74.075691	-233.35198	74.096222	-232.84253	77.684021	-233.62439	77.933563	-232.02229	80.233978	-228.13274	91.124168	-219.56926	106.94266	-220.93562	109.98502	-208.66321	127.46445	-195.72655	142.83252	-185.46084	161.27432
0.098752730	-229.67390	78.196869	-230.46405	77.002594	-231.99591	73.890152	-232.48856	74.001854	-231.99441	77.466698	-232.79952	77.570839	-231.14692	79.667450	-227.04265	90.787025	-218.63338	106.78539	-220.10378	109.40431	-208.08268	126.84264	-195.04696	142.10538	-185.06129	160.50046
0.098992012	-228.91487	78.104004	-229.53551	76.650261	-231.16582	73.632179	-231.73976	73.873444	-231.17137	77.171143	-231.88746	77.207848	-230.15300	79.242668	-226.03129	90.568481	-217.89469	106.57625	-219.18885	108.91406	-207.49352	126.12416	-194.32647	141.46033	-184.60952	159.67899
0.099230066	-228.19053	77.938599	-228.57772	76.370445	-230.29951	73.311554	-231.06183	73.580498	-230.29362	76.779427	-230.94395	76.917763	-229.18908	78.878868	-225.12021	90.339592	-217.24224	106.20288	-218.32649	108.51830	-206.83049	125.30086	-193.68788	140.85823	-184.15004	158.84746
0.099469349	-227.47307	77.664772	-227.64420	76.123711	-229.33822	72.943428	-230.27928	73.082611	-229.28030	76.383720	-230.05004	76.652214	-228.21616	78.487129	-224.22843	90.096786	-216.53005	105.72966	-217.57210	108.10521	-206.00939	124.48999	-193.12452	140.18892	-183.70058	157.95287
0.099708639	-226.70958	77.321869	-226.72281	75.837837	-228.28564	72.681099	-229.25063	72.552315	-228.17037	76.091209	-229.19280	76.293755	-227.17007	78.121895	-223.36264	89.868210	-215.76505	105.23949	-216.86732	107.57634	-205.12197	123.78543	-192.54584	139.43282	-183.19727	157.00957
0.099947929	-225.89375	76.929207	-225.75028	75.567253	-227.26970	72.499252	-228.03326	72.210754	-227.06288	75.950546	-228.23342	75.838051	-226.08563	77.866730	-222.56947	89.660721	-214.99032	104.74154	-216.10057	106.97162	-204.27296	123.14999	-191.89826	138.65248	-182.63300	156.04677
0.10018721	-224.99542	76.492966	-224.77079	75.377487	-226.29188	72.312096	-226.84564	72.138306	-226.07390	75.933067	-227.10805	75.471397	-225.07408	77.735619	-221.86804	89.347900	-214.21372	104.21707	-215.26117	106.36000	-203.47471	122.51018	-191.20798	137.88268	-181.99779	155.08704
0.10042650	-223.98970	76.108078	-223.85606	75.218994	-225.31966	72.188911	-225.86873	72.165092	-225.26529	75.897812	-225.95730	75.306717	-224.21006	77.593727	-221.14115	88.925873	-213.41391	103.64948	-214.38163	105.76736	-202.67134	121.80828	-190.49212	137.14539	-181.28552	154.19899
0.10066579	-222.94878	75.832428	-223.00394	75.048111	-224.43467	72.106178	-225.07769	72.110374	-224.56546	75.722694	-224.94892	75.276756	-223.41417	77.334503	-220.33499	88.453438	-212.55788	103.06241	-213.47347	105.17698	-201.77886	121.12646	-189.77826	136.41132	-180.57804	153.40079
0.10090384	-221.96581	75.649338	-222.17371	74.801643	-223.65587	71.968498	-224.31639	71.856667	-223.83375	75.379066	-224.12591	75.210670	-222.56501	76.980606	-219.45882	88.005112	-211.63638	102.47279	-212.52145	104.62607	-200.85253	120.52039	-189.03492	135.70279	-179.92699	152.66055
0.10114313	-221.06375	75.464111	-221.29049	74.568230	-222.89703	71.713257	-223.41628	71.574974	-222.95420	75.000511	-223.37348	75.007706	-221.61735	76.658630	-218.55457	87.606659	-210.63305	101.96423	-211.53847	104.12363	-199.93505	120.00475	-188.27721	135.03885	-179.33416	151.90204
0.10138241	-220.18271	75.224419	-220.41812	74.380882	-222.05998	71.376488	-222.46011	71.389435	-221.99284	74.727394	-222.55431	74.683273	-220.66721	76.419243	-217.67940	87.248474	-209.62685	101.52415	-210.55218	103.71544	-199.09147	119.53580	-187.53666	134.39676	-178.73613	151.09573
0.10162170	-219.26620	75.005959	-219.62100	74.231293	-221.13240	71.097786	-221.56857	71.296127	-221.07824	74.540520	-221.62289	74.426422	-219.77267	76.186729	-216.83959	86.844727	-208.62588	101.18168	-209.64119	103.39017	-198.30518	119.04186	-186.78871	133.80685	-178.06248	150.31607
0.10186099	-218.37724	74.862740	-218.91201	73.980659	-220.21538	70.884895	-220.81111	71.205307	-220.24544	74.352516	-220.73754	74.297287	-218.89982	75.943039	-215.95401	86.411339	-207.68862	100.91025	-208.85309	103.06435	-197.51338	118.56765	-186.08732	133.27731	-177.37014	149.65901
0.10210028	-217.60159	74.736305	-218.17315	73.630798	-219.35245	70.697258	-220.14864	70.974884	-219.45523	74.122520	-220.00581	74.141823	-218.02112	75.673523	-215.02265	86.036674	-206.83666	100.70336	-208.14117	102.62850	-196.77065	118.14280	-185.47266	132.76793	-176.79297	149.08334
0.10233957	-216.92689	74.496689	-217.35606	73.239944	-218.53602	70.470024	-219.43626	70.596031	-218.67950	73.857437	-219.33408	73.828835	-217.12112	75.453415	-214.12375	85.703339	-206.12027	100.50705	-207.37758	102.10190	-196.13359	117.69176	-184.94318	132.21570	-176.35484	148.51651
0.10257761	-216.22230	74.096344	-216.47289	72.876076	-217.71785	70.200195	-218.58623	70.169487	-217.90408	73.529762	-218.58596	73.413643	-216.27887	75.283493	-213.26232	85.348740	-205.54537	100.23312	-206.53188	101.60487	-195.55637	117.14175	-184.45256	131.59200	-176.06624	147.82671
0.10281690	-215.37109	73.659149	-215.55688	72.555664	-216.86091	69.910095	-217.62514	69.850067	-217.07166	73.171890	-217.72763	72.982841	-215.52327	75.096939	-212.37242	84.974831	-205.02829	99.769455	-205.68209	101.17545	-194.93303	116.46492	-183.94956	130.89230	-175.77604	146.94952
0.10305619	-214.41397	73.287827	-214.63783	72.273109	-215.97061	69.642517	-216.69793	69.626999	-216.18291	72.825111	-216.79508	72.595749	-214.82773	74.818611	-211.44698	84.641701	-204.41510	99.159882	-204.88709	100.74174	-194.17671	115.78445	-183.40400	130.13914	-175.36933	145.95676
0.10329548	-213.44386	73.050064	-213.73238	72.036461	-215.08098	69.413879	-215.83463	69.394119	-215.27186	72.547287	-215.83221	72.273865	-214.09848	74.419456	-210.54703	84.387268	-203.65929	98.531906	-204.10289	100.29232	-193.36170	115.20152	-182.79593	129.36723	-174.82294	144.92137
0.10353477	-212.56056	72.856583	-212.86986	71.820633	-214.21791	69.196976	-214.97341	69.140991	-214.39812	72.287758	-214.87625	72.014977	-213.26123	74.002792	-209.72529	84.116531	-202.81970	97.954407	-203.31324	99.814400	-192.59525	114.66801	-182.12751	128.60861	-174.12875	143.97327
0.10377406	-211.73295	72.630943	-212.03956	71.580315	-213.35711	68.959908	-214.09532	68.897957	-213.53170	72.010635	-213.96830	71.819527	-212.35112	73.627579	-208.91125	83.806572	-201.94437	97.417763	-202.48919	99.354713	-191.85853	114.11258	-181.41699	127.91530	-173.42106	143.11349
0.10401334	-210.90694	72.384743	-211.21184	71.340004	-212.47893	68.771378	-213.22617	68.697281	-212.64820	71.763199	-213.14028	71.603920	-211.41791	73.339455	-208.08506	83.529663	-201.03607	96.945511	-201.67717	98.950157	-191.09365	113.57905	-180.73226	127.25584	-172.70602	142.31366
0.10425139	-210.07848	72.135887	-210.40051	71.087379	-211.65229	68.626358	-212.40688	68.500336	-211.78900	71.546829	-212.33345	71.318451	-210.54565	73.122757	-207.31622	83.266891	-200.13700	96.546852	-200.93037	98.528145	-190.34824	113.09018	-180.05789	126.60999	-171.99785	141.59572
0.10449068	-209.24181	71.900879	-209.58692	70.832458	-210.89384	68.474991	-211.60443	68.271439	-210.96298	71.346245	-211.46684	71.000824	-209.74219	72.862457	-206.59008	82.946655	-199.27928	96.223701	-200.18140	98.058014	-189.65270	112.62614	-179.37681	125.98440	-171.34466	140.89713
0.10472997	-208.42293	71.693451	-208.77824	70.559593	-210.19725	68.276192	-210.79493	68.037857	-210.17409	71.124352	-210.54107	70.729851	-208.92411	72.553703	-205.84840	82.574379	-198.51148	95.902565	-199.39896	97.583389	-189.02094	112.10073	-178.71032	125.37741	-170.69789	140.20833
0.10496926	-207.64794	71.488609	-207.94934	70.275139	-209.51189	67.967033	-209.98937	67.805130	-209.39630	70.887520	-209.63471	70.564957	-208.06093	72.258804	-205.05881	82.171288	-197.79488	95.553772	-198.59819	97.116180	-188.36009	111.52071	-178.05814	124.78858	-170.05547	139.56053
0.10520854	-206.89490	71.236198	-207.08840	70.011200	-208.74115	67.595863	-209.19424	67.576546	-208.62588	70.634094	-208.81504	70.384949	-207.18693	72.015213	-204.21789	81.817184	-197.11359	95.165756	-197.78256	96.681206	-187.64694	110.93754	-177.42877	124.20047	-169.46031	138.95509
0.10544783	-206.11984	70.990219	-206.23326	69.825356	-207.87999	67.274437	-208.40760	67.332115	-207.86747	70.386169	-208.01679	70.195030	-206.36027	71.834412	-203.39971	81.517349	-196.43732	94.693504	-196.98104	96.278793	-186.90623	110.40052	-176.80692	123.62193	-168.93821	138.33232
0.10568712	-205.36570	70.773636	-205.45750	69.660545	-207.02402	67.049400	-207.62153	67.105995	-207.12902	70.090347	-207.24274	69.997009	-205.61522	71.619232	-202.62906	81.206039	-195.68547	94.183647	-196.21232	95.901505	-186.18783	109.88576	-176.20829	123.04520	-168.43662	137.67572
0.10592517	-204.67986	70.554749	-204.75480	69.457191	-206.24198	66.822769	-206.87199	66.878426	-206.37382	69.785400	-206.50694	69.798676	-204.89452	71.358719	-201.87543	80.884506	-194.86818	93.730652	-195.49881	95.523445	-185.48796	109.38933	-175.63237	122.47002	-167.94168	136.99750
0.10616445	-204.04519	70.249146	-204.06228	69.164200	-205.47620	66.566010	-206.15127	66.627106	-205.60782	69.455521	-205.80433	69.540642	-204.16709	71.055801	-201.11043	80.514900	-194.05708	93.346283	-194.81666	95.082260	-184.80920	108.88959	-175.07812	121.86783	-167.44451	136.31725
0.10640374	-203.37693	69.831581	-203.32822	68.849083	-204.70609	66.287857	-205.44017	66.305725	-204.81149	69.109596	-205.09109	69.238693	-203.42365	70.724983	-200.30456	80.198418	-193.30260	92.983841	-194.10125	94.592621	-184.14808	108.38338	-174.52193	121.23677	-166.98131	135.59456
0.10664303	-202.60217	69.376854	-202.57136	68.503281	-203.93330	66.007912	-204.68159	65.942299	-203.98709	68.786385	-204.35347	68.886215	-202.64652	70.356979	-199.55010	79.913651	-192.58764	92.587593	-193.32910	94.101013	-183.50065	107.84321	-173.94883	120.58558	-166.49022	134.82953
0.10688231	-201.73974	68.969391	-201.76818	68.151657	-203.16306	65.692177	-203.86313	65.567810	-203.15411	68.458260	-203.54816	68.498436	-201.81493	70.015648	-198.85383	79.586266	-191.85936	92.159073	-192.52572	93.670151	-182.82419	107.27399	-173.35195	119.93270	-165.95980	134.03679
0.10712160	-200.84701	68.619843	-200.91856	67.812233	-202.34035	65.331772	-202.98198	65.217155	-202.29096	68.150871	-202.66475	68.162811	-200.96564	69.701469	-198.15033	79.175659	-191.11168	91.756866	-191.75667	93.265846	-182.11025	106.73804	-172.74470	119.29478	-165.37051	133.24922
0.10736089	-199.94947	68.322098	-200.03150	67.525551	-201.42740	65.016586	-202.06000	64.936531	-201.40618	67.868019	-201.76349	67.890923	-200.11746	69.442474	-197.36753	78.734528	-190.39073	91.333252	-191.01534	92.861549	-181.41233	106.19468	-172.15040	118.64771	-164.73620	132.48737
0.10759894	-199.06444	68.066200	-199.14319	67.291275	-200.49500	64.816452	-201.14997	64.732628	-200.51453	67.653389	-200.87664	67.680077	-199.30476	69.183022	-196.52113	78.349907	-189.64184	90.866524	-190.28806	92.425591	-180.68442	105.64424	-171.54746	117.96470	-164.07043	131.80270
0.10783823	-198.18400	67.847221	-198.26751	67.133789	-199.61772	64.695312	-200.29210	64.606499	-199.65708	67.491051	-200.01351	67.516029	-198.48865	68.938736	-195.66501	78.015945	-188.80812	90.435875	-189.52345	91.980354	-179.90248	105.13134	-170.87180	117.24428	-163.43971	131.14156
0.10807751	-197.33808	67.698639	-197.47250	67.034409	-198.83990	64.621712	-199.53328	64.474174	-198.86104	67.358810	-199.20962	67.417122	-197.68170	68.698013	-194.81724	77.724022	-187.95998	90.115387	-188.72265	91.547211	-179.11013	104.69827	-170.08596	116.59431	-162.79981	130.49626
0.10831680	-196.58229	67.560249	-196.77605	66.895706	-198.16463	64.473740	-198.82581	64.277138	-198.12955	67.204521	-198.51112	67.299316	-196.88746	68.498909	-193.99509	77.484489	-187.19330	89.856529	-187.89811	91.197342	-178.36547	104.33374	-169.27975	116.07176	-162.15137	129.89816
0.10855609	-195.89423	67.367287	-196.10831	66.681885	-197.48828	64.235847	-198.10340	64.018623	-197.42347	67.008301	-197.86742	67.101036	-196.14445	68.290161	-193.23229	77.261803	-186.51237	89.581886	-187.12963	90.890175	-177.70239	104.00373	-168.53985	115.65469	-161.52997	129.34117
0.10879537	-195.19790	67.080116	-195.40926	66.415268	-196.75611	63.969173	-197.33992	63.756519	-196.71715	66.792969	-197.19964	66.817650	-195.42673	68.058212	-192.51302	77.008743	-185.86468	89.251228	-186.41365	90.602509	-177.12285	103.62067	-167.91019	115.27080	-160.94201	128.83534
0.10903466	-194.43412	66.809212	-194.65873	66.155930	-195.98190	63.732956	-196.55223	63.499031	-196.01214	66.559639	-196.46154	66.532425	-194.70412	67.769356	-191.79975	76.739563	-185.20542	88.910614	-185.75203	90.295586	-176.54434	103.19299	-167.36596	114.83990	-160.43593	128.33595
0.10927271	-193.67385	66.574471	-193.91012	65.966705	-195.21933	63.553604	-195.75333	63.287094	-195.30959	66.326843	-195.70497	66.307693	-193.92601	67.485069	-191.09539	76.456444	-184.56732	88.565971	-185.12322	89.973289	-175.96626	102.76552	-166.83804	114.37823	-159.98534	127.80280
