# Source: Michon et al., Nat. Commun. 14, 3033 (2023), doi:10.1038/s41467-023-38762-5
# Open data: Yareta (University of Geneva), DOI 10.26037/yareta:zvtvqwmbl5emvd3bxr6sluurqi (CC-BY-4.0)
# Archive member: researchdata/for-yareta/experimental-data/Epsilon_LSCO-0p24.txt
# Fetched by scripts/fetch_michon2023.py; content below is verbatim.
#
# Complex relative dielectric function of La(2-x)Sr(x)CuO(4) at x=0.24 versus
# energy at temperatures T = [9,15,20,30,40,50,60,75,100,150,200,250,300] Kelvin
#
# Energy (eV)	Eps1 9K	Eps2 9K	Eps1 15K	Eps2 15K	Eps1 20K	Eps2 20K	Eps1 30K	Eps2 30K	Eps1 40K	Eps2 40K	Eps1 50K	Eps2 50K	Eps1 60K	Eps2 60K	Eps1 75K	Eps2 75K	Eps1 100K	Eps2 100K	Eps1 150K	Eps2 150K	Eps1 200K	Eps2 200K	Eps1 250K	Eps2 250K	Eps1 300K	Eps2 300K
#
0.17670105	-79.881061	30.067926	-80.063698	29.770884	-80.291888	28.964817	-80.520194	28.911152	-80.489823	29.804829	-80.556228	29.733141	-79.947689	30.042381	-79.346052	32.547066	-77.633091	35.762772	-77.349877	35.763218	-75.037839	39.001198	-72.751450	41.768803	-71.750841	45.111256
0.17693663	-79.664462	30.009184	-79.864566	29.704010	-80.084905	28.901703	-80.302994	28.838058	-80.291087	29.748999	-80.354130	29.670744	-79.742740	29.970856	-79.145830	32.457649	-77.432133	35.655994	-77.151060	35.679028	-74.842648	38.889679	-72.564221	41.633698	-71.569619	44.963757
0.17718458	-79.449454	29.951036	-79.657149	29.632078	-79.869393	28.838411	-80.075032	28.773397	-80.092432	29.682976	-80.144284	29.598623	-79.531904	29.895636	-78.930342	32.368465	-77.217044	35.549393	-76.950029	35.592903	-74.639266	38.776615	-72.354138	41.506275	-71.366851	44.818668
0.17742015	-79.251266	29.892643	-79.457840	29.559761	-79.665393	28.781368	-79.861482	28.711658	-79.902791	29.612082	-79.937868	29.528290	-79.329368	29.820183	-78.723144	32.289658	-77.007620	35.452244	-76.759477	35.503605	-74.443903	38.670277	-72.154462	41.400761	-71.171408	44.681431
0.17765573	-79.053367	29.834156	-79.253906	29.494402	-79.465835	28.731440	-79.645137	28.662666	-79.706401	29.537115	-79.726367	29.469622	-79.118980	29.749777	-78.514515	32.214809	-76.791480	35.365986	-76.559507	35.423164	-74.242943	38.570213	-71.962280	41.308193	-70.963301	44.569000
0.17790370	-78.853095	29.783829	-79.044473	29.430481	-79.267609	28.677118	-79.431475	28.624510	-79.495992	29.468624	-79.514873	29.420496	-78.900455	29.693962	-78.297605	32.154720	-76.568674	35.301189	-76.356340	35.356087	-74.032636	38.484344	-71.775521	41.220524	-70.763460	44.465149
0.17813925	-78.684018	29.722342	-78.857074	29.374336	-79.089997	28.619753	-79.253439	28.586739	-79.306976	29.402563	-79.334436	29.369457	-78.712553	29.641260	-78.115413	32.101681	-76.388079	35.251469	-76.190049	35.300362	-73.855804	38.415752	-71.621121	41.134487	-70.592670	44.379951
0.17837483	-78.515974	29.632002	-78.678786	29.289232	-78.915335	28.535002	-79.089154	28.513054	-79.120342	29.318142	-79.160399	29.287653	-78.536248	29.570768	-77.948609	32.017780	-76.235057	35.163406	-76.049804	35.205387	-73.707371	38.320900	-71.482460	41.016281	-70.454702	44.266190
0.17861040	-78.320046	29.515411	-78.475123	29.194113	-78.714147	28.435236	-78.899885	28.415623	-78.913646	29.221998	-78.960352	29.190710	-78.348081	29.473675	-77.760325	31.914726	-76.059164	35.047573	-75.887158	35.077721	-73.546809	38.187576	-71.322047	40.870991	-70.303054	44.118076
0.17885835	-78.071419	29.416153	-78.236238	29.107309	-78.473591	28.351412	-78.664986	28.321203	-78.670474	29.138561	-78.720663	29.104710	-78.117402	29.380493	-77.536475	31.818680	-75.840092	34.931244	-75.677465	34.941391	-73.333537	38.047874	-71.115845	40.722233	-70.104811	43.957119
0.17909393	-77.825969	29.352350	-78.005429	29.058647	-78.243459	28.297035	-78.429461	28.269178	-78.439420	29.090918	-78.489302	29.057154	-77.889352	29.317656	-77.322171	31.748774	-75.618303	34.849594	-75.455681	34.838139	-73.109555	37.948692	-70.901287	40.611961	-69.890216	43.835274
0.17932950	-77.594365	29.325153	-77.799311	29.019203	-78.029512	28.260910	-78.217145	28.234577	-78.232910	29.052303	-78.284029	29.024321	-77.675417	29.272432	-77.122686	31.683233	-75.412566	34.790039	-75.239756	34.754726	-72.900982	37.878918	-70.700562	40.526394	-69.688734	43.746330
0.17957747	-77.384735	29.291245	-77.596593	28.962219	-77.823532	28.209953	-78.012356	28.184845	-78.028283	28.990335	-78.089097	28.968239	-77.466911	29.215622	-76.917991	31.599022	-75.219726	34.718761	-75.020706	34.668587	-72.710983	37.802643	-70.510647	40.433460	-69.506326	43.646221
0.17981303	-77.191006	29.247236	-77.394637	28.895868	-77.620311	28.150818	-77.811463	28.127558	-77.816706	28.924034	-77.890772	28.895548	-77.262408	29.151310	-76.705790	31.509701	-75.033605	34.631348	-74.807644	34.591755	-72.534337	37.704639	-70.330424	40.338051	-69.331161	43.547394
0.18004860	-76.991660	29.204281	-77.172381	28.836308	-77.400964	28.100990	-77.595683	28.075653	-77.585507	28.874575	-77.667481	28.836725	-77.039457	29.094774	-76.467533	31.437729	-74.824265	34.552296	-74.588026	34.525112	-72.328361	37.608387	-70.140226	40.244068	-69.153045	43.444939
0.18028417	-76.795322	29.176992	-76.946609	28.816820	-77.183085	28.084320	-77.376229	28.054075	-77.359308	28.870331	-77.442187	28.809618	-76.814196	29.079113	-76.225687	31.412199	-74.612944	34.507614	-74.370300	34.495495	-72.110926	37.556252	-69.943920	40.178158	-68.965506	43.369198
0.18053214	-76.613758	29.158119	-76.745626	28.811329	-76.987519	28.079817	-77.177363	28.057671	-77.170780	28.882801	-77.235642	28.811872	-76.620561	29.086428	-76.012329	31.419374	-74.425968	34.480652	-74.184026	34.483765	-71.923139	37.529133	-69.767905	40.131557	-68.800179	43.311195
0.18076770	-76.470747	29.119469	-76.587729	28.797861	-76.836154	28.067556	-77.032245	28.044775	-77.037403	28.870440	-77.084562	28.798811	-76.484544	29.071049	-75.864131	31.419771	-74.289412	34.439644	-74.053666	34.457199	-71.790790	37.489994	-69.642831	40.077301	-68.687006	43.248199
0.18100327	-76.327138	29.037865	-76.443713	28.745356	-76.700630	28.008360	-76.899230	27.987337	-76.913585	28.802052	-76.946002	28.745600	-76.357908	28.999798	-75.744750	31.365345	-74.164193	34.345291	-73.942475	34.373043	-71.676693	37.406967	-69.536698	39.972980	-68.600703	43.127850
0.18125124	-76.138439	28.938669	-76.268833	28.674458	-76.526848	27.922571	-76.733332	27.901812	-76.743966	28.702002	-76.779118	28.666239	-76.185880	28.901413	-75.591675	31.269070	-73.992022	34.225979	-73.789038	34.251961	-71.533494	37.287914	-69.390343	39.835045	-68.471767	42.960781
0.18148682	-75.935305	28.868273	-76.090742	28.620213	-76.336068	27.854734	-76.552039	27.826038	-76.550547	28.625582	-76.600983	28.594328	-75.995929	28.825142	-75.413213	31.180470	-73.800944	34.128265	-73.608229	34.140987	-71.371326	37.179394	-69.220025	39.713436	-68.307464	42.804459
0.18172237	-75.742085	28.817587	-75.923658	28.567638	-76.147479	27.806377	-76.366754	27.761740	-76.360743	28.569860	-76.419770	28.529861	-75.808884	28.759808	-75.226789	31.110806	-73.609262	34.050274	-73.415336	34.056408	-71.204707	37.072353	-69.045382	39.615700	-68.125411	42.671600
0.18195795	-75.562250	28.756054	-75.760004	28.498390	-75.973177	27.756784	-76.182449	27.693258	-76.181189	28.505962	-76.237118	28.459742	-75.623887	28.690874	-75.047911	31.041080	-73.425271	33.972725	-73.233697	33.975021	-71.027460	36.966709	-68.884670	39.514500	-67.945467	42.546978
0.18220592	-75.362714	28.687128	-75.570322	28.418262	-75.790867	27.693253	-75.975892	27.625660	-75.980892	28.438961	-76.032648	28.395222	-75.417322	28.618124	-74.853293	30.965595	-73.228259	33.900265	-73.037499	33.887478	-70.827579	36.867847	-68.706565	39.407303	-67.747676	42.432842
0.18244147	-75.164412	28.632559	-75.376537	28.358614	-75.608173	27.633898	-75.776399	27.584642	-75.785879	28.393351	-75.839684	28.351089	-75.213803	28.574627	-74.662564	30.911654	-73.047115	33.839397	-72.842659	33.820774	-70.636761	36.802959	-68.531987	39.320049	-67.564925	42.340832
0.18267705	-74.972476	28.595297	-75.190391	28.312418	-75.425217	27.587816	-75.596812	27.554647	-75.607713	28.361969	-75.663200	28.316334	-75.029464	28.542233	-74.488042	30.868095	-72.877284	33.786728	-72.660455	33.773239	-70.473475	36.750950	-68.369352	39.244156	-67.395779	42.269344
0.18292502	-74.788538	28.553295	-75.005954	28.262365	-75.245873	27.539019	-75.428228	27.512495	-75.443037	28.315228	-75.496505	28.268646	-74.855233	28.506371	-74.321631	30.810503	-72.716432	33.720509	-72.492919	33.716431	-70.326008	36.675499	-68.213943	39.158398	-67.251223	42.188381
0.18316059	-74.619373	28.506172	-74.835393	28.215738	-75.080986	27.484783	-75.272308	27.454794	-75.287602	28.250826	-75.341160	28.204533	-74.702617	28.455776	-74.164471	30.744566	-72.565153	33.641380	-72.339606	33.650208	-70.183171	36.593422	-68.069740	39.072357	-67.127177	42.087784
0.18339615	-74.450761	28.454597	-74.671958	28.164032	-74.915038	27.425299	-75.107866	27.387619	-75.118810	28.178465	-75.173540	28.128550	-74.547143	28.389650	-74.002620	30.670671	-72.403677	33.554493	-72.183760	33.576946	-70.040055	36.500561	-67.929412	38.978951	-66.995194	41.972466
0.18363172	-74.281008	28.397589	-74.509522	28.103691	-74.746083	27.359488	-74.934183	27.319576	-74.940247	28.113932	-74.990648	28.057194	-74.378780	28.311178	-73.834064	30.596985	-72.231750	33.469563	-72.025201	33.501495	-69.889427	36.401154	-67.786738	38.877678	-66.854894	41.848057
0.18387969	-74.094161	28.334608	-74.331648	28.034050	-74.557788	27.286926	-74.743453	27.250622	-74.751901	28.048002	-74.793204	27.995281	-74.182126	28.238304	-73.653453	30.519920	-72.043629	33.387093	-71.854869	33.417004	-69.718496	36.289322	-67.627971	38.766083	-66.692144	41.710918
0.18411526	-73.909395	28.290724	-74.153921	27.973379	-74.368001	27.231173	-74.557475	27.197599	-74.570448	27.995016	-74.610529	27.946358	-73.991213	28.186729	-73.478780	30.451336	-71.862795	33.324615	-71.683276	33.341244	-69.536656	36.198986	-67.466671	38.668274	-66.518720	41.597469
0.18435082	-73.740777	28.265289	-73.980282	27.928417	-74.187350	27.198168	-74.382353	27.159441	-74.398694	27.952044	-74.437991	27.903154	-73.814851	28.157095	-73.307345	30.389400	-71.696141	33.277405	-71.511669	33.284843	-69.360341	36.138924	-67.307300	38.583015	-66.353093	41.509937
0.18459879	-73.594994	28.226412	-73.817609	27.876316	-74.025293	27.157864	-74.220543	27.110933	-74.235743	27.900543	-74.270242	27.853535	-73.659564	28.112906	-73.137648	30.323751	-71.547991	33.224285	-71.354255	33.234001	-69.207798	36.078529	-67.153094	38.502560	-66.211562	41.419178
0.18483436	-73.464387	28.151779	-73.669460	27.805956	-73.882429	27.097555	-74.070605	27.038170	-74.086082	27.829853	-74.116703	27.789717	-73.517239	28.045052	-72.981388	30.243601	-71.423725	33.145115	-71.225715	33.165840	-69.079175	35.997658	-67.024246	38.414310	-66.097908	41.300407
0.18506993	-73.306086	28.056004	-73.504783	27.716881	-73.727029	27.012417	-73.896125	26.951368	-73.919405	27.744625	-73.952240	27.714924	-73.355026	27.956310	-72.807156	30.151552	-71.282249	33.033581	-71.089200	33.072182	-68.937805	35.900593	-66.892522	38.307076	-65.965288	41.143639
0.18530549	-73.117472	27.973145	-73.314459	27.639175	-73.544654	26.933725	-73.698200	26.890596	-73.729899	27.668182	-73.773476	27.645006	-73.165338	27.886608	-72.612281	30.078125	-71.106241	32.934940	-70.928706	32.984634	-68.779859	35.814594	-66.743191	38.198772	-65.787589	40.984329
0.18555346	-72.915659	27.917631	-73.111282	27.584562	-73.345171	26.875648	-73.504177	26.858011	-73.527229	27.619295	-73.583999	27.590815	-72.974101	27.846745	-72.412961	30.024487	-70.918134	32.851219	-70.760100	32.919788	-68.622314	35.749069	-66.579012	38.102604	-65.572398	40.841755
0.18578903	-72.745015	27.871822	-72.941436	27.549459	-73.195048	26.863142	-73.372040	26.847525	-73.366215	27.590307	-73.438937	27.562620	-72.837776	27.821981	-72.249978	29.989943	-70.751872	32.788525	-70.653922	32.897156	-68.528762	35.718567	-66.448654	38.039238	-65.330889	40.670105
0.18602459	-72.578795	27.806454	-72.785757	27.478687	-73.068740	26.729643	-73.254559	26.714865	-73.220860	27.508600	-73.301818	27.428694	-72.712078	27.702229	-72.103324	29.906509	-70.597844	32.701290	-70.582535	32.704117	-68.472336	35.508205	-66.348142	37.888199	-65.020439	40.730438
0.18650813	-72.215741	27.704895	-72.420574	27.361576	-72.633676	26.595913	-72.838346	26.571510	-72.853822	27.383411	-72.861243	27.304733	-72.313137	27.554205	-71.732665	29.774731	-70.246694	32.556068	-70.155425	32.492092	-68.035641	35.266926	-65.977837	37.670143	-64.844733	40.657127
0.18697926	-71.888846	27.615511	-72.079822	27.262493	-72.260322	26.509338	-72.470992	26.459604	-72.511710	27.267902	-72.492887	27.226343	-71.952257	27.441326	-71.388851	29.673294	-69.932101	32.427998	-69.812246	32.337715	-67.684742	35.113377	-65.664747	37.511917	-64.599724	40.506943
0.18746281	-71.572880	27.510263	-71.742823	27.156176	-71.903038	26.430775	-72.099715	26.365812	-72.162922	27.160717	-72.145628	27.154774	-71.594402	27.342266	-71.062844	29.578094	-69.629077	32.279678	-69.477096	32.179279	-67.362593	34.968613	-65.382778	37.336239	-64.364162	40.338295
0.18794633	-71.258452	27.388151	-71.411767	27.056910	-71.567846	26.355337	-71.750747	26.287930	-71.829614	27.057592	-71.826991	27.081787	-71.256065	27.249645	-70.764017	29.468767	-69.322771	32.119129	-69.145016	32.022545	-67.066687	34.816139	-65.102318	37.146091	-64.142448	40.134090
0.18841748	-70.947204	27.267548	-71.105619	26.950516	-71.266013	26.277206	-71.440103	26.205807	-71.518747	26.945711	-71.544045	26.994888	-70.945878	27.156059	-70.481966	29.334539	-69.019530	31.960575	-68.827649	31.876268	-66.791360	34.651630	-64.826732	36.955284	-63.912793	39.910347
0.18890101	-70.629236	27.133980	-70.792739	26.822708	-70.970646	26.160364	-71.131075	26.086285	-71.196474	26.809629	-71.264114	26.862516	-70.639845	27.038898	-70.177555	29.172071	-68.706969	31.794710	-68.512395	31.717236	-66.507773	34.460426	-64.542731	36.756107	-63.659350	39.661133
0.18937215	-70.309058	26.994566	-70.472245	26.685858	-70.663963	26.032555	-70.807929	25.962454	-70.859244	26.672838	-70.964532	26.705820	-70.333043	26.908260	-69.854508	29.014730	-68.397055	31.630543	-68.200660	31.555887	-66.213631	34.264946	-64.263235	36.556068	-63.384799	39.416912
0.18985568	-69.960895	26.854650	-70.121718	26.559933	-70.333600	25.903172	-70.463087	25.846333	-70.496513	26.562325	-70.621195	26.552685	-70.002000	26.775248	-69.508734	28.872469	-68.071367	31.467846	-67.870935	31.389711	-65.891538	34.069183	-63.964534	36.347336	-63.081292	39.174065
0.19032682	-69.609539	26.745497	-69.783050	26.469360	-70.005136	25.790869	-70.128194	25.751656	-70.160708	26.483477	-70.272183	26.433397	-69.673382	26.659857	-69.175560	28.755167	-67.752758	31.319002	-67.542332	31.246340	-65.565929	33.907799	-63.658818	36.161366	-62.767857	38.968708
0.19081035	-69.265693	26.660582	-69.464369	26.381544	-69.675320	25.685326	-69.800190	25.664173	-69.850797	26.402443	-69.932461	26.343681	-69.345131	26.552296	-68.851982	28.647673	-67.432906	31.177584	-67.217565	31.109537	-65.252123	33.765053	-63.353975	35.995289	-62.461937	38.786667
0.19129390	-68.953437	26.577360	-69.165148	26.284117	-69.355272	25.580734	-69.487836	25.572742	-69.559768	26.294870	-69.626864	26.240414	-69.030845	26.444277	-68.548524	28.531403	-67.126849	31.032495	-66.906195	30.977566	-64.966139	33.617310	-63.075331	35.829155	-62.183004	38.606319
0.19176503	-68.664793	26.470980	-68.878824	26.165424	-69.049464	25.475773	-69.190620	25.477316	-69.267161	26.169641	-69.330453	26.117580	-68.729223	26.323002	-68.256366	28.405134	-66.830617	30.881021	-66.615393	30.838326	-64.696923	33.455608	-62.812740	35.648769	-61.921687	38.418018
0.19224857	-68.356164	26.351982	-68.568765	26.036301	-68.736596	25.362232	-68.889655	25.375181	-68.947726	26.040400	-69.008208	25.983221	-68.404298	26.195366	-67.950052	28.269087	-66.516493	30.720177	-66.313219	30.685711	-64.411800	33.275406	-62.529709	35.458130	-61.646415	38.214226
0.19271970	-68.049402	26.245743	-68.257246	25.922029	-68.430473	25.256109	-68.602056	25.272350	-68.628777	25.935244	-68.681455	25.874048	-68.077855	26.090420	-67.646113	28.142588	-66.200118	30.579014	-66.012449	30.542442	-64.120135	33.107685	-62.246539	35.286221	-61.365598	38.030060
0.19320324	-67.743937	26.139704	-67.944346	25.814392	-68.121328	25.143806	-68.312489	25.156158	-68.319658	25.843288	-68.361006	25.775949	-67.756638	26.003809	-67.339122	28.017733	-65.885402	30.447063	-65.706666	30.394909	-63.823578	32.944431	-61.967766	35.117989	-61.090834	37.856911
0.19367437	-67.453092	26.030085	-67.650757	25.709833	-67.819900	25.035540	-68.026804	25.030216	-68.041085	25.740984	-68.063804	25.675030	-67.470270	25.921551	-67.045798	27.893190	-65.591451	30.317022	-65.405326	30.254496	-63.539696	32.787014	-61.707278	34.947884	-60.843476	37.676765
0.19415790	-67.152955	25.910427	-67.355450	25.591978	-67.514111	24.924305	-67.721123	24.896521	-67.758749	25.620239	-67.761090	25.566349	-67.197235	25.819109	-66.745094	27.763332	-65.293421	30.179045	-65.097095	30.121117	-63.250759	32.629276	-61.439169	34.765442	-60.586404	37.480728
0.19464144	-66.846578	25.790512	-67.058209	25.472639	-67.211781	24.810789	-67.407016	24.773289	-67.471746	25.484753	-67.463133	25.463934	-66.927307	25.690769	-66.444889	27.633396	-64.995640	30.040709	-64.800593	29.995840	-62.968975	32.472713	-61.165403	34.581997	-60.321186	37.275700
0.19511257	-66.546984	25.682096	-66.768626	25.345930	-66.918161	24.694284	-67.104132	24.656204	-67.181282	25.347181	-67.188511	25.355377	-66.649334	25.545856	-66.153005	27.504536	-64.706109	29.903805	-64.529473	29.872137	-62.700992	32.314270	-60.895837	34.406925	-60.047941	37.086918
0.19559611	-66.245601	25.568205	-66.459028	25.214777	-66.610477	24.569351	-66.793782	24.538296	-66.869948	25.201069	-66.908069	25.219831	-66.338341	25.396566	-65.851380	27.372875	-64.405978	29.766838	-64.260838	29.716429	-62.423123	32.138348	-60.619908	34.229996	-59.770617	36.903179
0.19606724	-65.949832	25.457272	-66.150907	25.099543	-66.302013	24.455029	-66.492975	24.425520	-66.549999	25.072857	-66.616126	25.077486	-66.020859	25.273975	-65.556176	27.245073	-64.115567	29.640732	-63.977639	29.553894	-62.135430	31.966940	-60.351849	34.060200	-59.502503	36.728706
0.19655079	-65.646606	25.348970	-65.840059	24.986010	-65.987591	24.348093	-66.186471	24.309084	-66.222095	24.962452	-66.297345	24.938381	-65.703200	25.162231	-65.252186	27.118967	-63.824867	29.513773	-63.667710	29.395939	-61.828741	31.809227	-60.077079	33.883579	-59.227237	36.560619
0.19702192	-65.356804	25.244507	-65.539256	24.877975	-65.689656	24.246424	-65.886931	24.192562	-65.918365	24.869520	-65.980756	24.823122	-65.404389	25.061270	-64.957760	26.994774	-63.549281	29.393423	-63.360346	29.264008	-61.537731	31.677027	-59.802472	33.715717	-58.970328	36.411453
0.19750546	-65.062106	25.132786	-65.231955	24.769295	-65.387271	24.134254	-65.571902	24.070507	-65.625462	24.763479	-65.665455	24.711876	-65.108379	24.950129	-64.648950	26.868416	-63.276279	29.258121	-63.056540	29.138063	-61.260895	31.543270	-59.520285	33.557961	-58.729785	36.249947
0.19798899	-64.761937	25.017279	-64.925889	24.664522	-65.075675	24.020016	-65.245646	23.960035	-65.330551	24.644558	-65.354365	24.602566	-64.808898	24.832708	-64.336696	26.762508	-62.996908	29.113626	-62.760044	29.016819	-60.994131	31.396242	-59.249795	33.401768	-58.492696	36.072399
0.19846013	-64.463527	24.917284	-64.630905	24.565792	-64.765461	23.924395	-64.929348	23.872986	-65.035644	24.532770	-65.052849	24.498373	-64.510343	24.722866	-64.050586	26.669264	-62.714451	28.974573	-62.478347	28.901903	-60.727940	31.245073	-58.988697	33.249516	-58.251058	35.884964
0.19894366	-64.165234	24.820425	-64.329692	24.462742	-64.456950	23.836330	-64.620775	23.793192	-64.732942	24.415951	-64.743435	24.392639	-64.204176	24.618977	-63.773126	26.561834	-62.419782	28.841963	-62.196109	28.781895	-60.444580	31.091427	-58.720702	33.090107	-57.980286	35.704182
0.19941480	-63.879478	24.726877	-64.031413	24.368170	-64.166104	23.750538	-64.332425	23.713387	-64.431123	24.306595	-64.439275	24.296764	-63.909905	24.521652	-63.499114	26.444746	-62.135703	28.720655	-61.921472	28.662985	-60.161240	30.953865	-58.453331	32.943794	-57.714762	35.552017
0.19989833	-63.587169	24.632359	-63.726917	24.287342	-63.866683	23.655502	-64.041128	23.631163	-64.117559	24.204344	-64.129998	24.211739	-63.609294	24.427137	-63.205081	26.329123	-61.846705	28.598955	-61.638426	28.548964	-59.873690	30.828461	-58.183076	32.802643	-57.458205	35.408562
0.20036948	-63.304396	24.550278	-63.447132	24.224092	-63.567857	23.581570	-63.763649	23.556250	-63.815393	24.122671	-63.842043	24.142162	-63.322027	24.347229	-62.917994	26.236359	-61.565983	28.494539	-61.371450	28.446287	-59.604259	30.717587	-57.926236	32.677795	-57.223045	35.277836
0.20085301	-63.029584	24.475956	-63.186203	24.153358	-63.278222	23.522753	-63.493622	23.481422	-63.523800	24.050043	-63.567108	24.068666	-63.042935	24.267906	-62.642610	26.150597	-61.293937	28.395813	-61.111275	28.340233	-59.342748	30.612572	-57.679241	32.552956	-57.004619	35.141090
0.20133655	-62.774015	24.387550	-62.938296	24.064808	-63.017102	23.469063	-63.238733	23.393564	-63.251815	23.970348	-63.306302	23.988543	-62.777236	24.185280	-62.386541	26.058338	-61.039818	28.294237	-60.861155	28.229527	-59.102349	30.508516	-57.445935	32.427719	-56.803699	34.985687
0.20180768	-62.523674	24.287615	-62.697674	23.966066	-62.789804	23.395784	-62.992547	23.292818	-62.994753	23.884689	-63.062490	23.896631	-62.526832	24.093603	-62.144164	25.952473	-60.803121	28.181997	-60.624975	28.113459	-58.887516	30.393396	-57.232653	32.295692	-56.605782	34.805893
0.20229121	-62.260960	24.186897	-62.447221	23.850599	-62.560332	23.289446	-62.732345	23.176783	-62.734354	23.785961	-62.813077	23.786909	-62.270649	23.994509	-61.890186	25.838602	-60.559782	28.056747	-60.384321	27.982265	-58.672286	30.253544	-57.016723	32.144024	-56.374451	34.613426
0.20276235	-62.010271	24.089666	-62.194142	23.736988	-62.322694	23.167908	-62.467098	23.064684	-62.479499	23.686693	-62.561933	23.665466	-62.023747	23.890194	-61.644052	25.729683	-60.319909	27.926231	-60.144253	27.847563	-58.454518	30.103512	-56.799275	31.990818	-56.130202	34.452427
0.20324588	-61.757533	23.980333	-61.929310	23.616199	-62.058571	23.034489	-62.189988	22.955889	-62.217355	23.575792	-62.286899	23.540316	-61.767650	23.776602	-61.397864	25.609560	-60.065565	27.788492	-59.889824	27.705755	-58.219146	29.942503	-56.571395	31.827581	-55.895633	34.301231
0.20371702	-61.504704	23.867268	-61.664195	23.508991	-61.783651	22.922274	-61.919770	22.857651	-61.954688	23.471333	-62.010571	23.435144	-61.513981	23.664337	-61.154413	25.483900	-59.810123	27.661036	-59.634144	27.577868	-57.977301	29.791759	-56.340069	31.677477	-55.679381	34.160110
0.20420055	-61.238992	23.760014	-61.400339	23.405708	-61.508797	22.823462	-61.651422	22.770336	-61.688096	23.371159	-61.737253	23.338303	-61.251510	23.550032	-60.898260	25.356936	-59.551669	27.542215	-59.380776	27.458839	-57.728492	29.650566	-56.109172	31.531603	-55.473696	34.012066
0.20468409	-60.981424	23.657438	-61.148100	23.298824	-61.251989	22.728004	-61.405708	22.678747	-61.434038	23.274666	-61.480285	23.243879	-60.992882	23.441298	-60.644650	25.231539	-59.307213	27.422285	-59.145069	27.330435	-57.493355	29.516787	-55.890232	31.388651	-55.280525	33.855064
0.20515522	-60.739716	23.550583	-60.906821	23.177935	-61.014350	22.613171	-61.178397	22.563910	-61.200367	23.162718	-61.245046	23.134731	-60.748587	23.320606	-60.401153	25.102106	-59.075036	27.292763	-58.915557	27.184465	-57.279165	29.369667	-55.690366	31.235304	-55.101153	33.682068
0.20563877	-60.490018	23.425095	-60.643844	23.037365	-60.753638	22.471630	-60.929172	22.416477	-60.949361	23.020124	-60.996453	22.993889	-60.483865	23.184212	-60.143800	24.956486	-58.828088	27.148422	-58.659113	27.022179	-57.049156	29.197735	-55.480689	31.056717	-54.906667	33.476059
0.20610990	-60.230624	23.297102	-60.361953	22.909140	-60.469736	22.343395	-60.652219	22.273386	-60.673735	22.883406	-60.723661	22.849112	-60.207274	23.060884	-59.874190	24.816866	-58.573629	27.013018	-58.384601	26.879169	-56.800123	29.028992	-55.254128	30.870506	-54.684813	33.272083
0.20659344	-59.948258	23.178566	-60.065309	22.808573	-60.168807	22.238079	-60.348907	22.154802	-60.376440	22.770632	-60.416781	22.724442	-59.919345	22.950542	-59.587688	24.693777	-58.309182	26.884418	-58.100751	26.761284	-56.527717	28.878263	-54.995410	30.701670	-54.436390	33.083290
0.20706457	-59.675918	23.089161	-59.797918	22.731508	-59.888880	22.160748	-60.063152	22.065580	-60.098519	22.682190	-60.121883	22.642981	-59.646204	22.858629	-59.317637	24.588018	-58.057129	26.771879	-57.843319	26.662394	-56.269160	28.753756	-54.748675	30.559500	-54.197049	32.925102
0.20754811	-59.421575	23.000229	-59.551457	22.640013	-59.626248	22.076519	-59.791380	21.974075	-59.834996	22.595108	-59.853025	22.566246	-59.380922	22.764336	-59.051606	24.477570	-57.811405	26.649286	-57.600341	26.555824	-56.021688	28.630522	-54.511209	30.421638	-53.972584	32.765209
0.20803164	-59.181275	22.893093	-59.307767	22.523701	-59.369907	21.982538	-59.525569	21.872635	-59.584967	22.492596	-59.604358	22.474611	-59.121381	22.663246	-58.785999	24.366991	-57.561284	26.519562	-57.365321	26.437057	-55.783592	28.503569	-54.285849	30.279209	-53.753760	32.590023
0.20850278	-58.939356	22.768492	-59.053420	22.401011	-59.119730	21.885389	-59.263324	21.772949	-59.337715	22.381741	-59.362593	22.363932	-58.867057	22.561728	-58.530576	24.266108	-57.309619	26.399019	-57.135361	26.311270	-55.556169	28.377871	-54.069283	30.133228	-53.526192	32.414005
0.20898631	-58.669165	22.639744	-58.778074	22.285128	-58.862255	21.783743	-58.991891	21.667671	-59.075185	22.261736	-59.099455	22.243776	-58.603924	22.457825	-58.279115	24.157324	-57.053111	26.284998	-56.891583	26.171576	-55.327072	28.239485	-53.843220	29.974354	-53.278392	32.241486
0.20945744	-58.392354	22.529472	-58.508972	22.182333	-58.609844	21.678453	-58.720519	21.571625	-58.808462	22.148809	-58.830645	22.129826	-58.346856	22.360466	-58.032233	24.037909	-56.811213	26.177881	-56.638112	26.038464	-55.096060	28.095690	-53.610989	29.820995	-53.029287	32.087685
0.20994098	-58.108955	22.434031	-58.235623	22.082993	-58.341201	21.569866	-58.444561	21.488228	-58.530574	22.045021	-58.546872	22.025965	-58.085159	22.263134	-57.762713	23.916676	-56.568220	26.062561	-56.368556	25.917231	-54.844262	27.955891	-53.364965	29.673317	-52.772710	31.949806
