burst_id,mjd_topo,snr
B03759,60381.0395088,66.3
B03762,60381.03964785,37.3
B03763,60381.03964801,20.5
B03764,60381.03967306,22.8
B03768,60381.03995072,66.7
B03770,60381.03999731,63.6
B03772,60381.04002527,502.2
B03774,60381.04048328,88.6
B03775,60381.04052651,55.6
B03778,60381.04091943,23.6
B03780,60381.04098854,122.6
B03782,60381.0410527,200.8
B03783,60381.04105987,236.4
B03791,60381.04196263,36.3
B03792,60381.04196766,32.7
B03793,60381.04199692,47.2
B03794,60381.04220315,26.7
B03800,60381.04256865,41.5
B03804,60381.04289951,123
B03805,60381.04292244,40.4
B03806,60381.04292272,117.1
B03808,60381.04317612,44.4
B03810,60381.04330391,185.5
B03812,60381.04346214,85.9
B03813,60381.04356216,139
B03814,60381.0435629,22.1
B03819,60381.04366186,40.4
B03820,60381.04368775,20.6
B03822,60381.04384169,41.7
B03823,60381.04388888,30.2
B03824,60381.04390906,26
B03827,60381.04409423,57.8
B03832,60381.04431412,24.9
B03841,60381.04470113,24.5
B03842,60381.04484254,65.9
B03845,60381.04528624,25.9
B03846,60381.04528646,56.5
B03847,60381.04528753,292.3
B03853,60381.04594549,26.6
B03854,60381.04594701,73
B03855,60381.04595258,63.7
B03856,60381.04598305,69.7
B03857,60381.04598379,24.5
B03863,60381.04636047,98.7
B03867,60381.04642418,43.2
B03871,60381.04668885,53.5
B03872,60381.04674772,75.3
B03873,60381.04678343,50
B03876,60381.0469146,106.8
B03878,60381.04703099,60.1
B03880,60381.0473017,21.6
B03883,60381.04744308,198.1
B03884,60381.04756439,62.9
B03887,60381.04758272,77.6
B03888,60381.04758538,270.3
B03891,60381.04758962,87.7
B03893,60381.04763536,23.5
B03895,60381.0477993,405.7
B03896,60381.04779944,90.7
B03897,60381.04784115,172.5
B03898,60381.0478424,37.6
B03904,60381.04815758,41.9
B03905,60381.04815765,41.3
B03906,60381.04815803,62.4
B03909,60381.04832331,110.7
B03912,60381.04884405,31.6
B03913,60381.04901715,38.3
B03915,60381.04901891,74.4
B03917,60381.04921791,43.5
B03918,60381.04936929,301.6
B03920,60381.049427,25.4
B03925,60381.04996062,143.7
B03926,60381.05005067,66.7
B03930,60381.05058498,60.8
B03931,60381.05063868,44.2
B03932,60381.05080971,101.3
B03937,60381.05099652,22.7
B03941,60381.05109151,33.3
B03943,60381.05129041,49.2
B03946,60381.05133256,122.1
B03950,60381.05171682,57.1
B03951,60381.05175767,63.3
B03953,60381.051775,50.4
B03954,60381.05187139,63.8
B03955,60381.05190297,129.7
B03957,60381.05190311,236.8
B03963,60381.05210598,74.1
B03964,60381.05215574,56.7
B03967,60381.05246941,65.7
B03973,60381.05295738,197.7
B03976,60381.05342558,47
B03978,60381.05363213,43.7
B03979,60381.05363258,70.6
B03980,60381.053662,53.2
B03982,60381.05375737,37.4
B03983,60381.05376974,63.5
B03984,60381.05395413,44.5
B03985,60381.05404301,46.9
B03987,60381.05406244,26.6
B03995,60381.05454901,45.3
B03996,60381.05454984,249.7
B04003,60381.05481419,27.8
B04004,60381.0548422,120.4
B04005,60381.05485585,124
B04006,60381.05486452,139.5
B04009,60381.05495134,243.8
B04010,60381.05495158,106
B04011,60381.05495174,97.6
B04012,60381.05495213,58.5
B04014,60381.05501098,108.4
B04015,60381.05511569,31.8
B04017,60381.05526032,24.4
B04019,60381.05533882,24.5
B04021,60381.05537557,222.3
B04023,60381.05537684,39
B04024,60381.05548108,27.8
B04026,60381.05554877,34.1
B04031,60381.05584891,32.2
B04033,60381.05596973,35.2
B04034,60381.05604441,36.3
B04036,60381.05623805,29.2
B04038,60381.05626332,29.9
B04039,60381.0562766,99.7
B04041,60381.05638428,186
B04042,60381.05650659,36.2
B04044,60381.05666073,55.3
B04045,60381.0566609,496.6
B04046,60381.05671664,24
B04048,60381.056827,46.4
B04052,60381.05703004,36.3
B04056,60381.05732596,122.3
B04059,60381.05738369,339.7
B04063,60381.05758854,47.7
B04065,60381.05758919,179.9
B04070,60381.05777213,23.3
B04074,60381.05819404,130.5
B04077,60381.05840592,85.5
B04079,60381.0585661,83.6
B04081,60381.05865476,247.7
B04082,60381.05889074,177.2
B04085,60381.0589633,21.4
B04086,60381.05904933,85.1
B04087,60381.05917382,104.5
B04092,60381.05939111,134.6
B04098,60381.05963306,329.1
B04099,60381.05969298,58.1
B04100,60381.05982869,335.7
B04102,60381.05996193,56.8
B04105,60381.0600749,49.6
B04106,60381.06007514,35.9
B04108,60381.0601351,37.2
B04111,60381.06020885,30.7
B04112,60381.06021162,246.4
B04115,60381.06034461,38.3
B04116,60381.06043292,75.5
B04118,60381.06060326,22
B04119,60381.06065238,57.6
B04120,60381.06070443,192
B04121,60381.06073873,286
B04124,60381.06077012,114.8
B04125,60381.06077911,135.8
B04126,60381.0607795,192.6
B04128,60381.06083589,53.4
B04130,60381.06088634,28.4
B04131,60381.06088682,79.2
B04134,60381.06100168,64.1
B04136,60381.06102672,58.1
B04142,60381.06150575,51.7
B04146,60381.06160765,95.4
B04147,60381.06165148,44.5
B04151,60381.06171029,25.9
B04152,60381.06171461,152.8
B04153,60381.06173885,29.4
B04155,60381.06204639,86.7
B04156,60381.0620469,106
B04160,60381.0621829,182.9
B04165,60381.06252844,131.4
B04166,60381.06260921,20
B04169,60381.06266355,161.9
B04170,60381.0627395,21.5
B04171,60381.06275752,42.7
B04176,60381.06294196,33.6
B04178,60381.06312611,20.1
B04182,60381.0640916,60.8
B04183,60381.06415632,32
B04185,60381.0643926,46
B04187,60381.0645288,69.1
B04190,60381.06462798,31.2
B04191,60381.06478289,76.1
B04194,60381.06495956,20.9
B04196,60381.06503956,459.1
B04197,60381.06503969,158.7
B04198,60381.06509938,118.8
B04200,60381.06530719,21.4
B04204,60381.0654609,120.6
B04207,60381.06583241,70.9
B04208,60381.06586506,169.2
B04209,60381.06602051,58.4
B04212,60381.06617743,49.7
B04213,60381.0663502,76.7
B04214,60381.06656036,60
B04215,60381.0666535371,65.7
B04221,60381.06665892,25.1
B04223,60381.06683656,48.5
B04224,60381.06700885,58.5
B04226,60381.06714877,109.1
B04229,60381.06737021,53.2
B04230,60381.06740756,32.7
B04231,60381.06745609,33.8
B04232,60381.06753449,155
B04233,60381.06760486,27.5
B04234,60381.06761295,29.1
B04235,60381.06763382,40.6
B04236,60381.067637,163.2
B04237,60381.06771184,108.1
B04239,60381.06778022,27.7
B04243,60381.06809526,64.3
B04248,60381.0683322,81.4
B04249,60381.06836261,162.3
B04250,60381.06839158,57.5
B04251,60381.0683918,35.9
B04253,60381.0684302,28.4
B04256,60381.06851538,22.8
B04258,60381.0685789,101.8
B04261,60381.06908674,256.4
B04265,60381.06945726,54.8
B04266,60381.06952883,79.9
B04269,60381.06962308,64
B04270,60381.06963405,198.7
B04273,60381.06977393,56.9
B04276,60381.06981803,60.6
B04279,60381.06997887,66.7
B04280,60381.06997906,94.2
B04283,60381.07016713,26.3
B04285,60381.07025704,37.6
B04286,60381.0703318,103.6
B04288,60381.07041736,68.3
B04290,60381.07055333,20.6
B04291,60381.07056981,27.1
B04292,60381.0706893,31.3
B04296,60381.07071752,97.4
B04297,60381.07081842,103.7
B04298,60381.07081869,276.3
B04301,60381.07090497,45.5
B04303,60381.07098248,85.2
B04305,60381.07104488,61.4
B04307,60381.07108924,116.3
B04308,60381.07109185,20.2
B04311,60381.07119143,25.7
B04316,60381.07145353,131.6
B04317,60381.07146988,79.4
B04319,60381.07185088,51.4
B04323,60381.07216482,61.6
B04326,60381.07219241,44.3
B04329,60381.07224358,349.5
B04331,60381.07225803,192.5
B04332,60381.0722586,204
B04335,60381.07243588,69.3
B04339,60381.07318034,268
B04340,60381.07318056,358
B04343,60381.07330317,57.4
B04344,60381.07330364,77.6
B04345,60381.07330514,80.3
B04351,60381.07338512,34
B04352,60381.07341695,38.2
B04353,60381.07345913,42.6
B04357,60381.07352401,21.2
B04362,60381.07369063,87.1
B04364,60381.07389069,25.2
B04366,60381.07399408,754.2
B04370,60381.07425521,58.2
B04372,60381.07447042,64.3
B04374,60381.07466593,87.9
B04376,60381.07470283,173.2
B04378,60381.07499154,52.7
B04379,60381.07513625,375.5
B04381,60381.07529144,24.5
B04382,60381.07529518,25.2
B04384,60381.07534012,127.5
B04385,60381.07534029,19.7
B04386,60381.07535395,84.2
B04388,60381.07536577,51
B04389,60381.07542558,194.5
B04390,60381.07559202,53.4
B04392,60381.0755924,252
B04393,60381.07563527,83.6
B04394,60381.07565965,583.1
B04396,60381.0757772,26.9
B04397,60381.07577728,33.6
B04398,60381.0757775,103.5
B04400,60381.07589704,41.3
B04401,60381.07602987,73.6
B04405,60381.0762419,83.8
B04408,60381.07645504,68.9
B04409,60381.07645524,249.6
B04411,60381.07660287,30.1
B04416,60381.07675099,30.1
B04417,60381.07692184,20.5
B04420,60381.07721995,66.8
B04421,60381.07725931,97
B04423,60381.07735705,31.3
B04427,60381.07764266,96.6
B04430,60381.07783893,36.2
B04431,60381.07783906,158
B04433,60381.0778733,32.9
B04435,60381.07792597,68.6
B04438,60381.07797065,36.7
B04439,60381.07812061,43.3
B04441,60381.07827691,104.4
B04445,60381.07872812,78.5
B04446,60381.07875017,98.6
B04447,60381.07875032,62.6
B04448,60381.07881842,79.5
B04449,60381.07883518,22.6
B04452,60381.07894502,38.8
B04453,60381.07905838,20.4
B04454,60381.0790613,59.4
B04458,60381.07926081,133.4
B04459,60381.07926909,34.6
B04460,60381.0792862,20.6
B04464,60381.07941212,221.3
B04465,60381.07942187,45.2
B04469,60381.07960796,35.4
B04471,60381.07974284,44.1
B04472,60381.0798062,30.6
B04473,60381.07985994,128.5
B04474,60381.07986019,151.8
B04475,60381.07989113,23.6
B04477,60381.07992851,113
B04480,60381.08005143,98.4
B04485,60381.08062517,25.2
B04486,60381.08063442,24
B04489,60381.0808403,152.8
B04490,60381.08084046,35.4
B04492,60381.08098728,27.1
B04494,60381.08111789,25.3
B04497,60381.08117522,134.4
B04499,60381.08127067,33.6
B04500,60381.08135626,25.2
B04502,60381.08144655,55
B04507,60381.08160663,178.9
B04509,60381.08176234,223.7
B04510,60381.08177299,150.7
B04512,60381.08184623,83
B04514,60381.08194542,142.3
B04515,60381.08202508,42.8
B04516,60381.08203817,188.8
B04517,60381.08203829,68.3
B04519,60381.08231487,21.6
B04521,60381.08252126,228.6
B04524,60381.08255889,63.4
B04525,60381.08256555,64.6
B04527,60381.08257541,385.8
B04528,60381.08258798,21.9
B04529,60381.08258862,219.9
B04531,60381.08262546,35.5
B04535,60381.08275905,48.3
B04536,60381.0827592,60.7
B04537,60381.08280485,150
B04542,60381.08287329,80.9
B04544,60381.08317834,29
B04545,60381.08324113,71.9
B04546,60381.08324428,298.3
B04548,60381.08330845,79.8
B04549,60381.08341093,48.3
B04553,60381.08368454,20.2
B04555,60381.08381278,31.4
B04558,60381.08406061,342.8
B04570,60381.08504007,47.6
B04574,60381.08505544,115.9
B04576,60381.08506917,25.1
B04577,60381.08507225,75.6
B04578,60381.08507372,38
B04580,60381.08518826,107.2
B04582,60381.08525713,477.1
B04583,60381.08528796,109
B04584,60381.08587373,141.1
B04586,60381.08596073,40.2
B04587,60381.08613178,362.9
B04588,60381.08615418,39.5
B04589,60381.08615749,33.2
B04591,60381.08624021,36.6
B04592,60381.08628594,34.4
B04598,60381.08671251,137.5
B04599,60381.08693251,18.4
B04605,60381.087351,28.6
B04608,60381.08763582,25.9
B04609,60381.08770966,94.5
B04610,60381.08771059,38.3
B04611,60381.08771076,56.2
B04612,60381.08771098,419.6
B04618,60381.08797297,167.6
B04619,60381.08806964,101.1
B04620,60381.08807562,25.8
B04621,60381.08811006,98.1
B04625,60381.08816334,171.4
B04629,60381.08846274,145.1
B04631,60381.08849673,194.4
B04638,60381.08931706,312.7
B04639,60381.08939299,54.8
B04642,60381.08953083,192.1
B04648,60381.0899947,20.5
B04654,60381.09010935,20.6
B04655,60381.09012353,30
B04656,60381.09012361,23
B04657,60381.09012424,34.6
B04660,60381.09046238,25.9
B04664,60381.0905032,25.5
B04667,60381.09054487,34.1
B04669,60381.09063122,130.9
B04672,60381.09087141,40.1
B04673,60381.09095048,47.2
B04675,60381.09102835,30.7
B04676,60381.0911847,27.1
B04678,60381.09153799,38.8
B04681,60381.09163489,37.8
B04686,60381.09212893,111
B04687,60381.09216916,75.8
B04691,60381.09223998,56.9
B04692,60381.09238275,32
B04698,60381.0927092,123.2
B04699,60381.09272241,91.7
B04704,60381.09301539,35.3
B04705,60381.09315734,401.5
B04706,60381.09316954,40.5
B04710,60381.09361957,103.4
B04712,60381.09376513,23.3
B04713,60381.09384463,75.3
B04716,60381.09388835,131
B04717,60381.09388908,520.7
B04718,60381.09397834,20.6
B04721,60381.09416065,130.9
B04722,60381.09435031,494.1
B04724,60381.09435565,84.4
B04726,60381.0944206,124
B04730,60381.09492828,25.8
B04732,60381.09494907,82.9
B04733,60381.09503821,29.5
B04736,60381.09541511,93.3
B04738,60381.09551428,349.5
B04741,60381.0957215,35.1
B04743,60381.0960068,21.8
B04744,60381.09602868,36.9
B04746,60381.09606402,177.8
B04747,60381.0960641,214.5
B04748,60381.09606429,40.3
B04751,60381.09621264,26.4
B04752,60381.09632327,33.3
B04753,60381.0963888,70.9
B04754,60381.09662136,39.8
B04762,60381.09686776,22.7
B04763,60381.09692204,30.2
B04764,60381.09700748,241.6
B04766,60381.09708704,37.9
B04768,60381.09719748,36.4
B04769,60381.09719764,67.2
B04772,60381.09722135,40.8
B04776,60381.09758948,37.7
B04777,60381.09759508,35.2
B04779,60381.09766984,21.8
B04782,60381.09776202,29.3
B04784,60381.097876,135.5
B04790,60381.09818475,35.4
B04791,60381.09821434,27.3
B04797,60381.09833408,33.9
B04799,60381.09837224,26.1
B04800,60381.09842094,135
B04803,60381.09855837,208.7
B04806,60381.09895622,535.5
B04810,60381.09898161,26.4
B04815,60381.09930292,30.8
B04818,60381.09953491,195.6
B04819,60381.09970931,53.4
B04821,60381.0999017,165.5
B04828,60381.10013794,37.8
B04829,60381.10015841,58.8
B04830,60381.10016288,21.6
B04832,60381.10022626,309.1
B04837,60381.10032862,31.8
B04838,60381.10036823,52.5
B04839,60381.10040608,143.3
B04841,60381.10041657,31.1
B04843,60381.10043334,95.7
B04845,60381.10043355,73.2
B04853,60381.10059502,38
B04854,60381.10073442,45.7
B04857,60381.10092957,24.1
B04859,60381.1009517,45.5
B04861,60381.10095246,67.2
B04864,60381.10175471,35.8
B04865,60381.10183563,215.9
B04866,60381.10183632,71.3
B04867,60381.10192998,49.2
B04868,60381.10195034,58.2
B04872,60381.10198724,63.8
B04875,60381.10209203,373.6
B04879,60381.10218041,89.1
B04882,60381.10230902,47
B04884,60381.10231066,88.9
B04890,60381.10260513,91.1
B04894,60381.10288139,24.6
B04895,60381.10293108,30.3
B04897,60381.10297459,30.6
B04900,60381.10328297,42.1
B04902,60381.10362313,29.8
B04905,60381.10370718,26.7
B04906,60381.10382514,56
B04907,60381.10388964,37.4
B04908,60381.10391739,38.6
B04909,60381.10395144,70.9
B04913,60381.10428237,44.3
B04916,60381.10437093,52.7
B04918,60381.10445987,23.8
B04921,60381.10470866,307
B04922,60381.10474284,26.2
B04923,60381.10487372,37.2
B04924,60381.1049021,76.4
B04930,60381.10519325,423.1
B04931,60381.10520404,144.6
B04932,60381.10531248,294.4
B04934,60381.10545433,21.5
B04937,60381.10587107,214.2
B04938,60381.10592188,35.6
B04939,60381.10592887,70
B04940,60381.10595708,130.6
B04942,60381.10600972,36.5
B04943,60381.10608129,847.5
B04946,60381.10662088,159.2
B04949,60381.10681556,49.4
B04950,60381.10689019,60.6
B04951,60381.10691625,23.2
B04952,60381.10699337,33.2
B04953,60381.10711106,29
B04956,60381.10723404,407.6
B04959,60381.10760189,71.9
B04962,60381.10799956,50.3
B04965,60381.10807387,41
B04966,60381.10808365,167.7
B04967,60381.10808497,360.6
B04968,60381.10813072,71.4
B04970,60381.10831522,125.6
B04972,60381.10835289,78.8
B04974,60381.10845064,25.4
B04975,60381.10858614,87.1
B04977,60381.10860877,34
B04978,60381.10861248,104.6
B04980,60381.10870535,33.9
B04981,60381.10880727,22.9
B04982,60381.10892844,56.5
B04983,60381.10896852,45.2
B04984,60381.10904635,69.9
B04985,60381.10915829,123.8
B04988,60381.10926088,21.7
B04990,60381.10940804,119.5
B04995,60381.10949556,66.7
B04997,60381.10977696,60.3
B04998,60381.10982382,561
B05007,60381.11006139,21.1
B05010,60381.11019068,100.5
B05012,60381.1102661,151.7
B05015,60381.11034985,45.3
B05019,60381.11048823,53.3
B05022,60381.11075552,101.3
B05025,60381.11081771,91.8
B05026,60381.11082569,37.8
B05027,60381.11084757,23.5
B05030,60381.11085002,106
B05031,60381.11090767,32.9
B05035,60381.11120767,30.9
B05036,60381.11122738,28.1
B05040,60381.11131686,30.4
B05043,60381.11143923,28.2
B05046,60381.11153144,181.2
B05047,60381.11160268,36.7
B05049,60381.1116645,20.1
B05051,60381.11173658,30.1
B05052,60381.11188949,614.1
B05057,60381.11241305,193.2
B05059,60381.11241698,28.4
B05061,60381.11256602,67.3
B05063,60381.1126655,34.7
B05064,60381.11285854,136.1
B05066,60381.11313476,112.5
B05067,60381.11313489,59.9
B05068,60381.11314889,34.3
B05070,60381.11329212,90.5
B05072,60381.11341014,62.9
B05073,60381.11356068,39.7
B05074,60381.11367311,86.9
B05078,60381.11390084,23.8
B05082,60381.11406027,95.8
B05086,60381.11422515,41.6
B05093,60381.11460778,23.4
B05100,60381.1151841,92.7
B05103,60381.11527051,245.3
B05104,60381.11536827,24.3
B05107,60381.1153927,169.9
B05109,60381.11594902,31.5
B05112,60381.11604359,94.3
B05115,60381.11604469,452.9
B05126,60381.11654845,48.8
B05129,60381.11664915,150.3
B05130,60381.11673077,60.8
B05131,60381.11675794,34.1
B05134,60381.11701613,75.3
B05136,60381.11712579,27
B05138,60381.1172288,86.4
B05141,60381.11732168,24.5
B05143,60381.11753464,255.6
B05144,60381.11762678,27.9
B05145,60381.11765542,163.7
B05147,60381.11769065,26.5
B05148,60381.11771005,49.1
B05149,60381.11772383,44.9
B05150,60381.1177736,131.2
B05153,60381.11785845,58.6
B05156,60381.11797999,67.3
B05161,60381.11827747,136
B05164,60381.11827954,49.6
B05166,60381.11838553,55.5
B05167,60381.11838688,24.4
B05175,60381.11877187,41.3
B05177,60381.11888505,117.9
B05178,60381.1189221,334.3
B05180,60381.11899728,82.8
B05182,60381.11918624,59.3
B05183,60381.11918866,26.6
B05185,60381.1192817,63
B05186,60381.11928216,131.4
B05195,60381.11955678,67.4
B05197,60381.11973246,130.8
B05203,60381.11995863,64
B05207,60381.11998901,160.6
B05210,60381.12020703,39.1
B05211,60381.12022646,40.2
B05214,60381.12038686,74.6
B05217,60381.12051348,20
B05218,60381.12054848,343.1
B05219,60381.12059349,36.1
B05221,60381.12078932,60.9
B05228,60381.1214474,83
B05230,60381.12149818,64.9
B05233,60381.12153688,122.3
B05235,60381.1217681,161.9
B05236,60381.12188627,234.3
B05238,60381.12189026,29.9
B05239,60381.12189063,666.1
B05247,60381.12215943,417
B05250,60381.12232885,551.8
B05253,60381.12240473,332.9
B05254,60381.12249284,126.1
B05255,60381.12252998,459.1
B05257,60381.12264294,34.2
B05259,60381.12271836,33.2
B05260,60381.1227628,260.1
B05261,60381.1228095,20.6
B05265,60381.12310215,61.1
B05270,60381.123495,441.8
B05274,60381.12369019,176.6
B05277,60381.1237801,46.7
B05280,60381.12393057,41.7
B05282,60381.12397057,58.4
B05283,60381.12397305,21.9
B05284,60381.12413879,76.9
B05285,60381.12420511,31.8
B05286,60381.1242988,31
B05287,60381.12433062,398.8
B05291,60381.12440806,191.1
B05295,60381.12444897,62.5
B05297,60381.12448202,565.7
B05298,60381.12472209,210.8
B05299,60381.12498898,232.3
B05301,60381.12503114,137.4
B05302,60381.12508928,395.2
B05303,60381.12512824,166.9
B05305,60381.12521754,233.7
B05307,60381.12525802,186.1
B05309,60381.12534294,275.3
B05310,60381.12537992,69.6
B05311,60381.1254381,254.4
B05314,60381.12543958,356.5
B05316,60381.12556575,76.4
B05319,60381.12576006,118.9
B05325,60381.12595211,142.7
B05326,60381.12605713,43.4
B05330,60381.12623804,163
B05332,60381.12623864,70.8
B05333,60381.12623882,50.5
B05337,60381.12630924,34.5
B05338,60381.12630958,89.3
B05340,60381.12631028,118.7
B05342,60381.12640983,49.1
B05343,60381.12642365,352
B05346,60381.12653218,72.3
B05349,60381.12655537,93.3
B05352,60381.12657833,240.4
B05354,60381.12659486,69.4
B05356,60381.12680106,27.5
B05359,60381.12697812,68.1
B05360,60381.12699123,284.1
B05362,60381.12704738,90.8
B05363,60381.12710213,498.3
B05364,60381.12711627,27.3
B05366,60381.12711733,107.6
B05367,60381.12724468,91.1
B05368,60381.12726749,86.4
B05369,60381.1273394,76.6
B05371,60381.12742427,57.7
B05374,60381.12756738,99
B05376,60381.12761748,36.6
B05377,60381.12766919,54.1
B05378,60381.12768986,47.8
B05379,60381.12769017,35.4
B05380,60381.12769123,101.9
B05382,60381.12771859,81.7
B05383,60381.12784577,38.9
B05388,60381.12796822,42.6
B05389,60381.12799818,216.8
B05390,60381.12806189,52.4
B05392,60381.12823592,210.3
B05395,60381.12843643,163.2
B05397,60381.12844897,37.7
B05400,60381.1285553,103.7
B05407,60381.12894856,31.3
B05409,60381.12913912,226.3
B05412,60381.12920928,27.7
B05414,60381.12927012,27.4
B05415,60381.12927834,34.3
B05422,60381.1294157,67.8
B05423,60381.12973301,57
B05424,60381.12976738,346.7
B05430,60381.12986995,156.1
B05432,60381.1299234,56.1
B05435,60381.12998134,210.1
B05439,60381.1300825,113.3
B05440,60381.1304074,58.5
B05441,60381.13044366,97.3
B05442,60381.13059278,165.1
B05445,60381.13063951,71.3
B05448,60381.1309412,21
B05452,60381.13128971,63.3
B05455,60381.13131839,41.2
B05459,60381.13172579,123.2
B05461,60381.13179353,74.8
B05469,60381.13222969,85.6
B05470,60381.13231043,45
B05475,60381.13244941,247.6
B05476,60381.13245146,119.7
B05478,60381.13260905,21
B05485,60381.13294671,20.8
B05488,60381.13329119,31.9
B05490,60381.13332336,250.4
B05491,60381.13333124,314.5
B05492,60381.13335833,70.7
B05494,60381.13355377,114.7
B05498,60381.13365668,104.8
B05499,60381.13366735,152.4
B05501,60381.13385816,42.4
B05505,60381.13393099,89.7
B05506,60381.13393228,127
B05507,60381.13407244,46.8
B05510,60381.13417497,22.2
B05517,60381.13470508,35
B05522,60381.13482948,74.1
B05527,60381.13486187,50.2
B05529,60381.13486734,44.1
B05530,60381.13487891,29.9
B05531,60381.13500305,28.8
B05532,60381.13515698,40.7
B05533,60381.1352862,27.4
B05534,60381.13529462,37.4
B05537,60381.13541257,45.2
B05539,60381.1354867,72.2
B05540,60381.13550716,46.9
B05541,60381.13553484,274
B05542,60381.13558621,253
B05544,60381.13573404,49
B05545,60381.13580444,83.7
B05550,60381.13603402,30.8
B05555,60381.13618069,52.1
B05556,60381.13618348,177.2
B05558,60381.1362424,184.2
B05560,60381.13633853,75
B05564,60381.13651587,71.8
B05565,60381.13661839,79.1
B05566,60381.13662099,21.6
B05567,60381.13681449,262.8
B05569,60381.13686406,179.9
B05583,60381.1376401,53.1
B05587,60381.13769773,280.1
B05589,60381.13782703,95.4
B05590,60381.13782826,373
B05592,60381.13795376,46
B05596,60381.13806264,148.8
B05601,60381.13848447,31.4
B05604,60381.13870516,35.2
B05605,60381.13870524,264.8
B05607,60381.13874858,30.6
B05608,60381.13878297,42.9
B05615,60381.13929435,24.3
B05618,60381.13929706,296.5
B05619,60381.13932114,124.4
B05623,60381.1394325,34
B05626,60381.14000071,273.6
B05627,60381.14001354,334.4
B05631,60381.14018464,224.5
B05633,60381.1404785,497.2
B05635,60381.14050242,107.6
B05636,60381.14050278,32.6
B05637,60381.14054335,62.7
B05638,60381.14060699,662.9
B05640,60381.14067349,54.3
B05641,60381.14067484,33
B05642,60381.140891,461.6
B05643,60381.14095109,101.2
B05644,60381.14099937,133.1
B05651,60381.14141481,36.8
B05652,60381.14146335,37.3
B05653,60381.14147799,45.4
B05655,60381.14152087,39.4
B05657,60381.14174639,67.4
B05659,60381.14176192,34.1
B05660,60381.14178665,255
B05662,60381.14189627,25.1
B05663,60381.14194575,245.4
B05667,60381.14240338,70.1
B05668,60381.14240365,52.8
B05670,60381.14246545,37.8
B05672,60381.14247164,34.5
B05674,60381.1425192,56.4
B05675,60381.14253803,73.6
B05681,60381.14313792,76.9
B05682,60381.14318713,44.4
B05683,60381.14319509,69.6
B05684,60381.14333402,222.9
B05686,60381.14365448,37
B05687,60381.14384708,34.1
B05688,60381.14385708,31.7
B05690,60381.14386593,39.1
B05693,60381.14396872,75.2
B05695,60381.14434962,117.2
B05698,60381.1447976,428.2
B05699,60381.14479949,34.9
B05701,60381.14480187,159.2
B05703,60381.14498585,24.9
B05708,60381.14530846,33.9
B05709,60381.14532698,74
B05710,60381.14533472,42.2
B05711,60381.14535717,100.1
B05713,60381.14543963,77.3
B05714,60381.14549309,18.2
B05715,60381.14563742,47.2
B05717,60381.14580132,37.4
B05719,60381.1458294,26.8
B05724,60381.14605335,178.7
B05727,60381.14627996,308.5
B05733,60381.1468104,46.3
B05738,60381.14727487,19.3
B05743,60381.14762879,46.2
B05745,60381.147777,95.1
B05746,60381.14785377,90.8
B05747,60381.14801274,93.2
B05750,60381.14810318,71.2
B05751,60381.14814459,69.3
B05752,60381.14814701,548
B05753,60381.14814716,30.5
B05755,60381.14826218,26.9
B05756,60381.14831682,39.6
B05761,60381.14883358,47
B05762,60381.14883791,21.7
B05764,60381.14888655,691.5
B05765,60381.14888673,102.6
B05774,60381.14913629,98.9
B05780,60381.14939483,86.5
B05784,60381.14954926,183.4
B05785,60381.14960665,24.7
B05786,60381.14963113,113.9
B05792,60381.14984654,97.6
B05793,60381.14993269,253.9
B05794,60381.15004884,78.7
B05796,60381.15008061,27.8
B05800,60381.15019695,263.2
B05801,60381.15026624,233.4
B05804,60381.15034556,58
B05808,60381.15060201,33.6
B05812,60381.15068779,96.7
B05817,60381.15120224,173.8
B05818,60381.15133478,95.7
B05820,60381.15145808,117.3
B05821,60381.15145974,46.8
B05822,60381.15148761,119.2
B05826,60381.15154734,74.6
B05827,60381.15164202,130.2
B05830,60381.15192947,211.5
B05831,60381.15193333,152.3
B05832,60381.15193489,208.2
B05834,60381.15204687,194.5
B05837,60381.15208184,110.6
B05838,60381.15212633,67.5
B05840,60381.15243125,74.8
B05841,60381.15248909,32.2
B05843,60381.15263079,71
B05846,60381.15276475,179.4
B05848,60381.15277734,45.5
B05849,60381.15282672,64.2
B05852,60381.15325594,259.2
B05855,60381.15345554,54.3
B05863,60381.15392601,25.7
B05865,60381.15421674,318.8
B05867,60381.15425678,213.5
B05868,60381.15427662,95.1
B05879,60381.15465999,71.5
B05883,60381.15469916,89.2
B05884,60381.15483097,38.8
B05885,60381.15486926,128.2
B05886,60381.15506279,32.1
B05888,60381.15507685,596.1
B05889,60381.15511674,40.9
B05891,60381.15526514,84
B05894,60381.1554446,56.6
B05898,60381.15564381,67.2
B05899,60381.15571995,107.7
B05900,60381.15582177,39.6
B05901,60381.15582643,497.4
B05905,60381.15601241,158.5
B05906,60381.15601254,69.8
B05909,60381.15620312,91.5
B05911,60381.15704831,113.4
B05915,60381.15740482,72.8
B05918,60381.15744879,48
B05919,60381.15751938,57
B05921,60381.15758507,42.2
B05927,60381.15798177,347
B05930,60381.15803175,46.4
B05934,60381.158136,56.6
B05936,60381.15814345,132
B05939,60381.15828411,63.5
B05940,60381.15843806,45.4
B05943,60381.15866552,89.9
B05946,60381.15879786,22.4
B05947,60381.15887961,30.4
B05948,60381.15892978,22.8
B05949,60381.15897584,74.8
B05952,60381.15898475,97.4
B05957,60381.15910413,58.8
