burst_id,mjd_topo,snr
B14887,60687.32017059,58.7
B14893,60687.32040087,23.8
B14895,60687.32052707,163
B14896,60687.32061284,22.9
B14900,60687.3209431,20.2
B14902,60687.32138947,22.8
B14904,60687.32139403,45.7
B14906,60687.32154948,54.2
B14912,60687.32183403,47.9
B14916,60687.32213679,108.8
B14918,60687.3223417,106
B14917,60687.32234139,41.6
B14922,60687.32265375,26.5
B14921,60687.32265349,122.4
B14923,60687.32279323,123
B14924,60687.32307519,44.2
B14925,60687.32329432,126.9
B14927,60687.32351606,186.5
B14931,60687.32378829,22.4
B14934,60687.32393194,27.9
B14935,60687.3239336,76.2
B14940,60687.32407316,31
B14951,60687.32524051,50.9
B14952,60687.32525091,82.3
B14954,60687.32555394,22.8
B14956,60687.32606291,27.3
B14957,60687.32606403,301.1
B14962,60687.32657059,53.8
B14970,60687.32735197,24.1
B14979,60687.32803837,22.5
B14982,60687.32833287,26.6
B14986,60687.32884707,26
B14994,60687.3292533,53.6
B15054,60690.24663331,34.8
B15064,60690.24697235,34.1
B15065,60690.24702831,41.6
B15068,60690.24742801,38.7
B15069,60690.2474287,47.7
B15071,60690.24755988,25.8
B15083,60690.2478526,39.1
B15075,60690.24782404,30.2
B15089,60690.24807253,23.6
B15093,60690.24823049,53.5
B15099,60690.2486773,23.1
B15105,60690.24920977,31.5
B15106,60690.24935695,27.9
B15108,60690.24935728,40.1
B15114,60690.24991276,63.4
B15120,60690.2501387,33.1
B15123,60690.25031528,30.7
B15122,60690.25031308,44.3
B15128,60690.2509172,50.4
B15129,60690.25105931,38.7
B15135,60690.25159983,79.1
B15139,60690.25180184,25.3
B15142,60690.25189475,32.6
B15162,60690.25339617,28.2
B15171,60690.25388832,40.9
B15172,60690.25388859,44.5
B15174,60690.25388914,46
B15179,60690.25391656,45.1
B15177,60690.25391592,79.1
B15178,60690.25391625,35.4
B15176,60690.25391582,65
B15185,60690.25439233,22.7
B15186,60690.25467197,35.4
B15194,60690.25509573,24.2
B15195,60690.25509586,21.4
B15196,60690.25509599,20.5
B15206,60690.25652149,46.7
B15207,60690.2565523,78.1
B15214,60690.25704278,24.3
B15213,60690.25704258,57
B15219,60690.25734146,25
B15228,60690.25795364,35.6
B15235,60690.25846803,31.1
B15238,60690.2585566,22.4
B15245,60690.2589758,93
B15251,60690.25963877,27.8
B15257,60690.26025088,31.6
B15261,60690.26039709,22.4
B15262,60690.26040864,69
B15268,60690.26113489,28.4
B15279,60690.26226287,30
B15283,60690.26243642,24.8
B15284,60690.2624367,52.2
B15294,60690.26307822,57.2
B15314,60690.2647881,43.7
B15323,60690.26563362,40.7
B15324,60690.26563391,31.9
B15335,60690.2665034,36.5
B15336,60690.26650368,34.6
B15338,60690.26650416,25.1
B15339,60690.26650429,149.5
B15352,60690.26763835,50.3
B15374,60690.26997614,32.1
B15385,60690.27046101,21.3
B15386,60690.27047515,51.9
B15387,60690.27048078,55.9
B15392,60690.27054348,48.5
B15393,60690.2705438,111
B15410,60690.27238107,37
B15415,60690.2728048,68.9
B15420,60690.27336509,50.6
B15423,60690.2736174,59.7
B15430,60690.27458942,26.8
B15437,60690.27514322,98.8
B15450,60690.27735882,60.8
B15470,60690.27797972,33.9
B15468,60690.27794871,29.8
B15467,60690.27794861,29.1
B15472,60690.27808964,34.9
B15473,60690.27809275,59.4
B15496,60690.27961805,23.8
B15497,60690.27965507,28.3
B15503,60690.2797773,39.1
B15517,60690.28083349,206.5
B15515,60690.28083267,71.7
B15516,60690.28083312,79.1
B15518,60690.28083364,78.4
B15523,60690.28127796,20.2
B15525,60690.28136191,26.7
B15524,60690.28136142,86.3
B15529,60690.28217316,58.9
B15535,60690.28257421,30.5
B15544,60690.28351355,23.1
B15549,60690.28377171,60.9
B15550,60690.28377185,28.5
B15553,60690.28401305,39.7
B15554,60690.28401321,45.3
B15556,60690.28403169,38
B15576,60690.28562146,68.7
B15583,60690.28648306,32.4
B15584,60690.28648315,54.6
B15585,60690.28659903,20.1
B15586,60690.28663942,26.2
B15594,60690.28747646,40.6
B15598,60690.28747869,123.6
B15619,60690.28816111,23.8
B15624,60690.28828816,20.1
B15626,60690.28841273,21.9
B15629,60690.28841504,20.6
B15633,60690.28849881,66.2
B15642,60690.28890963,187.7
B15643,60690.28896988,29.1
B15646,60690.28962502,22.1
B15658,60690.29067395,37.1
B15663,60690.2914283,49.6
B15666,60690.29186273,34.3
B15669,60690.29209055,28.5
B15670,60690.29236546,26.7
B15676,60690.29281224,111.9
B15678,60690.29304063,28.5
B15681,60690.29361344,34.8
B15689,60690.29398149,26.2
B15690,60690.29402961,23.2
B15694,60690.29449422,57.7
B15703,60690.29498934,24.9
B15704,60690.29499649,46
B15706,60690.29513361,23.2
B15716,60690.29621231,72.9
B15717,60690.29640894,63.8
B15725,60690.29688418,38.3
B15724,60690.29688404,75.6
B15746,60690.29828916,21.3
B15745,60690.29828884,40
B15758,60690.29886388,65.9
B15765,60690.29965398,45.1
B15778,60690.30008673,24.2
B15781,60690.30043048,32.2
B15782,60690.30043181,20.8
B15784,60690.30061207,22.9
B15791,60690.30073494,27.5
B15795,60690.30073761,56.9
B15793,60690.30073703,26.2
B15801,60690.30104503,81.9
B15813,60690.30177338,35.9
B15816,60690.30216432,24.8
B15818,60690.30218352,35.3
B15829,60690.30327087,42.2
B15843,60690.3050688,70.6
B15852,60690.30557526,202.9
B15855,60690.3056551,78.1
B15865,60690.30618329,27.8
B15877,60690.30738118,34
B15894,60690.30881203,45.2
B15899,60690.30902636,44.9
B15901,60690.30916102,59.9
B15914,60690.31012952,48.5
B15917,60690.31111941,26.5
B15920,60690.31116227,62
B15921,60690.31116234,46.4
B15933,60690.31223463,149.5
B15937,60690.31230172,24.5
B15942,60690.31257745,34.5
B15944,60690.31257951,61.3
B15952,60690.31288804,44.7
B15963,60690.31409599,66
B15966,60690.31409805,37
B15968,60690.31409857,176.1
B15974,60690.31571824,30.3
B15977,60690.31641263,64.2
B15979,60690.31641281,22.2
B15981,60690.31642487,296.4
B15980,60690.31642469,89.8
B16004,60690.31835655,86.9
B16006,60690.31863037,36.6
B16009,60690.31892641,29.3
B16011,60690.31894802,22.9
B16017,60690.31969401,37.1
B16026,60690.3208146,34.2
B16031,60690.32117381,54.8
B16035,60690.32124892,20.3
B16036,60690.32124917,88.9
B16039,60690.32134506,42.6
B16047,60690.32153614,49.3
B16045,60690.3215337,28.4
B16041,60690.32150173,24.1
B16049,60690.3218388,52.3
B16051,60690.32202601,82
B16059,60690.32297017,20.8
B16072,60690.32379438,47
B16075,60690.32393216,26.4
B16076,60690.32398317,27.5
B16095,60690.3252528,26.9
B16100,60690.32596068,22.6
B16101,60690.32601689,24.9
B16103,60690.32623988,35.6
B16108,60690.32692045,49.9
B16111,60690.32692664,29.9
B16117,60690.3272702,21.3
B16121,60690.32768092,20.7
B16134,60690.32863705,73.6
B16139,60690.32880166,47.9
B16141,60694.28199761,75.1
B16143,60694.28235225,22.4
B16149,60694.28272412,25.7
B16150,60694.28272441,39.5
B16157,60694.28321311,120.8
B16162,60694.28343574,54
B16163,60694.28343585,77.9
B16164,60694.28352471,23.8
B16168,60694.28461501,44.7
B16169,60694.28470673,63.7
B16170,60694.28470722,39.2
B16177,60694.28521001,22.5
B16180,60694.28561702,28.9
B16190,60694.28636314,22.3
B16189,60694.286363,26.4
B16192,60694.28697369,72.7
B16193,60694.28697456,26.6
B16194,60694.28697506,33.2
B16195,60694.28697524,204.5
B16196,60694.28697569,26.6
B16197,60694.28697585,109.4
B16199,60694.28711639,26.5
B16209,60694.28812763,29.8
B16210,60694.28812783,54.5
B16221,60694.28871062,20.8
B16220,60694.28871028,44.9
B16226,60694.28947691,65
B16239,60694.29021543,69
B16250,60694.29067935,36.1
B16256,60694.29141822,63
B16258,60694.29147542,22.4
B16262,60694.29187788,29.7
B16267,60694.29222622,39.5
B16269,60694.29251459,90.2
B16278,60694.29313486,20.7
B16287,60694.2944669,50
B16289,60694.29463467,26.7
B16294,60694.29513242,66.4
B16298,60694.29513376,75.1
B16300,60694.29539353,156.9
B16310,60694.2959772,24.4
B16318,60694.29679056,115.3
B16323,60694.29745174,39.4
B16327,60694.29782886,24.7
B16331,60694.29813753,45.3
B16333,60694.29836105,78.5
B16341,60694.29877931,38.1
B16340,60694.29874325,30.1
B16350,60694.29949237,40.1
B16351,60694.29978542,21.7
B16365,60694.30054273,21.9
B16368,60694.30061006,34.3
B16369,60694.30061039,20.6
B16375,60694.30180111,57.1
B16376,60694.30192016,103
B16377,60694.30195805,46.1
B16381,60698.22109231,67.9
B16388,60698.22216492,66.4
B16397,60698.2228217,23.2
B16411,60698.22474094,68.4
B16410,60698.22474201,33.6
B16413,60698.22482109,31.9
B16414,60698.22492547,110.9
B16416,60698.22504244,33.9
B16425,60698.22619139,48
B16429,60698.22690945,22.3
B16435,60698.22834788,26.3
B16455,60698.23157161,20.9
B16458,60698.23185566,78.3
B16460,60698.23210517,99
B16462,60698.23224543,21.1
B16463,60698.23253944,57.2
B16470,60702.22096206,21.2
B16471,60702.22107778,42.3
B16472,60702.22137387,29
B16477,60702.22261254,21.8
B16479,60702.22316172,30.5
B16485,60702.22427769,142.4
B16486,60702.2242782,26.6
B16489,60702.22453474,21.6
B16518,60706.24533548,64.2
B16522,60706.24619461,36
B16544,60706.25874242,49.9
B16546,60706.25995118,35.3
B16561,60706.2658804,52.1
B16567,60706.26965789,91.1
B16578,60706.27440349,46.5
B16579,60706.27546166,22.8
B16587,60706.27871559,37.8
B16590,60706.27991928,23
B16612,60714.28107875,30.3
B16626,60721.22096051,88.5
B16639,60721.226129,159.8
B16686,60721.23790421,26.6
B16743,60728.252609,55.4
B16767,60735.14867646,20.9
B16776,60735.15562068,31
B16783,60751.09052059,31.4
B16802,60751.09667402,25.2
B16800,60751.09667334,104.8
B16801,60751.09667358,50
B16804,60751.09749711,118.2
B16819,60751.10133736,51.4
B16839,60756.07027678,27.6
B16841,60756.07044544,46.1
B16845,60756.07141021,57.3
B16846,60756.07148478,23.8
B16848,60756.07224379,48.9
B16852,60756.07278685,23.5
B16863,60756.07797508,39.4
B16864,60756.07797583,51.2
B16865,60756.07797616,78.5
B16875,60763.00174587,22.7
B16879,60763.00254257,46.1
B16891,60763.00513353,24.8
B16920,60796.8960201,30.3
B16925,60796.89701466,48.5
B16936,60796.89930829,42.3
B16938,60796.89932566,32.1
B16940,60796.89948334,35.1
B16945,60796.90169668,230.9
B16947,60796.90179015,59.4
B16949,60796.90275766,74.4
B16950,60796.90275773,73.7
B16956,60796.90395824,22.7
B16964,60796.90578362,192.2
B16973,60796.90701164,24.3
B16980,60803.98091603,33.1
B16981,60803.98094561,26.3
B16982,60803.98094578,31.7
B16983,60803.98096015,33.7
B16992,60803.98109498,27.8
B16999,60803.98187764,39.8
B17002,60803.98245241,239.7
B17003,60803.98249725,54.3
B17005,60803.98254732,30.8
B17006,60803.98272761,27.8
B17008,60803.98286714,414.2
B17011,60803.98301854,475
B17012,60803.98308294,47.3
B17013,60803.98331596,26.1
B17022,60803.98359605,58.8
B17019,60803.98359525,59.6
B17021,60803.98359574,56
B17026,60803.98397052,199.2
B17027,60803.98397067,226.5
B17032,60803.98426594,34.9
B17034,60803.98441939,59.1
B17037,60803.98468115,77
B17040,60803.98500797,24.7
B17044,60803.98541656,23.1
B17052,60803.98741271,21.7
B17056,60803.987632,58.7
B17057,60803.98763356,155.5
B17058,60803.98766652,37.3
B17062,60803.98800467,50.8
B17066,60803.9882978,57.3
B17072,60803.98867627,35.7
B17075,60803.98911405,48.2
B17080,60803.98949735,56.9
B17084,60803.9900525,45.5
B17085,60803.99006002,44.3
B17094,60803.99034522,112.6
B17098,60803.99054954,40.4
B17102,60803.99067634,36.2
B17101,60803.99064339,273.5
B17106,60803.9911589,32.8
B17109,60803.99131005,55.3
B17110,60803.9913166,40.5
B17115,60803.99157731,28
B17114,60803.99154183,29.9
B17116,60803.9916464,24.9
B17124,60803.99217425,100
B17127,60803.99247323,165.1
B17126,60803.99244305,29.9
B17132,60803.99298972,28
B17137,60803.99332261,43.1
B17138,60803.99340554,46.8
B17139,60803.99344946,56
B17140,60803.99344952,54.2
B17144,60810.90283604,23.9
B17149,60810.90327824,22.6
B17151,60810.90347227,88.2
B17153,60810.90353029,78.2
B17154,60810.90358485,23.5
B17160,60810.90399817,22
B17165,60810.90481918,26.8
B17167,60810.90491974,186.6
B17169,60810.90516534,47.1
B17170,60810.90516553,70.2
B17172,60810.90534899,35.9
B17175,60810.90589105,38.3
B17178,60810.9067986,20.5
B17186,60810.90769814,50.3
B17195,60810.90840372,77.4
B17197,60810.90844145,43.6
B17198,60810.90844156,21
B17203,60810.90903978,40.9
B17205,60810.90921694,66.8
B17210,60810.91010157,27.2
B17223,60810.91160495,35.3
B17227,60810.91175181,23.7
B17228,60810.91175193,40.6
B17239,60810.91283352,28.9
B17242,60810.9130783,118.5
B17253,60810.91431689,48.4
B17261,60810.91551501,28.5
B17262,60810.91584442,74.1
B17265,60820.9772895,32.6
B17267,60820.97806227,51.8
B17272,60820.97896208,25.8
B17275,60820.9810436,28.9
B17277,60820.98172136,21.1
B17278,60820.98188673,20.3
B17279,60820.98221837,43.4
B17284,60820.98404429,39.2
B17292,60820.98504023,25.4
B17293,60820.9850405,39.7
B17295,60820.98538184,157
B17300,60820.98681254,22
B17305,60820.98799563,43.2
B17306,60820.98855866,21.7
B17307,60820.98864126,20.7
B17309,60820.98962158,41.6
B17324,60824.88856982,45.6
B17328,60824.89057637,42.4
B17329,60824.89058766,124.9
B17330,60824.89193507,56
B17334,60824.89230168,57.4
B17335,60824.89238065,152
B17339,60824.89327416,54.7
B17340,60824.89356171,53.6
B17344,60824.89386021,177.9
B17346,60824.89416654,106
B17355,60824.89625329,26.4
B17356,60824.8962542,40.8
