repeater_name,tns_name,mjd_400,fluence_jyms,excluded_flag
FRB20200120E,FRB20210430G,59334.138222326364,1.3059208094724828,0
FRB20210504D,FRB20210504D,59338.27736781583,13.387277905283913,0
FRB20201124A,FRB20210504A,59338.92941674181,4.823636050791717,0
FRB20210323C,FRB20210505G,59339.05642439065,nan,0
FRB20201124A,FRB20210510A,59344.91133924008,3.2443881211521957,1
FRB20190208C,FRB20210511A,59345.52381188355,25.21311552892696,0
FRB20190303A,FRB20210514C,59348.26886048259,1.0653207289693698,0
FRB20210209C,FRB20210518B,59352.24584259687,3.965294881511728,0
FRB20201124A,FRB20210518A,59352.88962702111,4.852830473845572,0
FRB20190905A,FRB20210520A,59354.58365168506,6.718625035199624,0
FRB20180916B,FRB20210521C,59355.74758533701,1.2687883872918972,0
FRB20201124A,FRB20210521A,59355.88008647681,3.143950965692972,0
FRB20201124A,FRB20210522B,59356.88116100634,6.290265298459342,0
FRB20190303A,FRB20210523E,59357.23425670051,1.4988734556035046,0
FRB20180916B,FRB20210523A,59357.74680360709,3.739365359715014,0
FRB20201124A,FRB20210525A,59359.870392322686,3.802031438861394,0
FRB20201124A,FRB20210525C,59359.87042150942,2.8977157275960272,0
FRB20210209C,FRB20210526B,59360.22150692346,3.983533587986689,0
FRB20201124A,FRB20210526D,59360.8650307756,129.87547528142778,0
FRB20201124A,FRB20210526E,59360.86767388029,nan,0
FRB20201124A,FRB20210527D,59361.86446198474,4.24558201091826,0
FRB20210601A,FRB20210601A,59366.19044981894,nan,0
FRB20210601A,FRB20210601C,59366.19081604051,8.861402875338673,0
FRB20210601A,FRB20210601D,59366.19101387472,1.8068692388241108,0
FRB20210601A,FRB20210601E,59366.19134189166,2.1901235813016626,0
FRB20210601A,FRB20210601F,59366.191412164764,6.460586038184628,0
FRB20210601A,FRB20210601G,59366.191496692874,4.852262059656065,0
FRB20210601A,FRB20210601H,59366.19162182592,14.331605221427324,0
FRB20210601A,FRB20210601I,59366.19162172519,9.607683223189534,0
FRB20210601A,FRB20210601J,59366.19168271987,4.585103107707014,0
FRB20181128A,FRB20210603E,59368.841836400155,2.6497264173306196,1
FRB20190303A,FRB20210606D,59371.195868078335,7.1774239740727515,0
FRB20181119A,FRB20210608B,59373.14569276111,6.212199601154011,0
FRB20190212A,FRB20210610A,59375.8715233221,3.72076348245285,0
FRB20190208A,FRB20210612B,59377.39379610836,3.8605302012591904,0
FRB20181119A,FRB20210614D,59379.13756976929,3.219663648832403,0
FRB20191106C,FRB20210617A,59382.14621621466,1.7413595906474568,1
FRB20181119A,FRB20210624B,59389.105152356235,9.542500074817319,0
FRB20200929C,FRB20210624A,59389.62524623145,4.119817350357454,0
FRB20180916B,FRB20210625A,59390.652026775075,3.7584589474609906,0
FRB20180916B,FRB20210626A,59391.66129843726,1.9819075739220524,1
FRB20180916B,FRB20210711A,59406.60024774357,2.947105368304243,0
FRB20180916B,FRB20210711B,59406.60612573262,1.9592795576732305,0
FRB20200223B,FRB20210712B,59407.54813505256,nan,0
FRB20180916B,FRB20210712A,59407.59936322344,13.203641523966034,0
FRB20180916B,FRB20210713C,59408.59280074715,1.0855890009746565,0
FRB20200118D,FRB20210722A,59417.800093760656,0.2807136252761913,0
FRB20181201D,FRB20210729C,59424.28662837747,2.1558656755090473,0
FRB20190212A,FRB20210805A,59431.25655593955,1.5195786496873045,0
FRB20210409B,FRB20210810D,59436.27304335502,2.5335896977836856,0
FRB20180916B,FRB20210814C,59440.507259287035,2.3418696053760555,0
FRB20180916B,FRB20210814B,59440.51584798244,nan,0
