episode,mjd,fluence_jyms,energy_erg
zhangyk2022_autumn,59483.899297459,0.098,2.74e+37
zhangyk2022_autumn,59483.899536772,0.056,1.57e+37
zhangyk2022_autumn,59483.901420449,2.382,6.67e+38
zhangyk2022_autumn,59483.90156671,0.012,3.36e+36
zhangyk2022_autumn,59483.902023911,0.063,1.76e+37
zhangyk2022_autumn,59483.902347678,1.279,3.58e+38
zhangyk2022_autumn,59483.902445444,0.629,1.76e+38
zhangyk2022_autumn,59483.90244609,0.074,2.07e+37
zhangyk2022_autumn,59484.815064813,0.036,1.01e+37
zhangyk2022_autumn,59484.815066874,0.092,2.58e+37
zhangyk2022_autumn,59484.815083222,0.034,9.52e+36
zhangyk2022_autumn,59484.815192614,0.022,6.16e+36
zhangyk2022_autumn,59484.815539225,0.043,1.2e+37
zhangyk2022_autumn,59484.815633103,0.696,1.95e+38
zhangyk2022_autumn,59484.815717973,0.693,1.94e+38
zhangyk2022_autumn,59484.816079467,0.414,1.16e+38
zhangyk2022_autumn,59484.816079808,2.09,5.85e+38
zhangyk2022_autumn,59484.816203397,0.066,1.85e+37
zhangyk2022_autumn,59484.816484609,0.383,1.07e+38
zhangyk2022_autumn,59484.8165559,0.975,2.73e+38
zhangyk2022_autumn,59484.816556524,0.051,1.43e+37
zhangyk2022_autumn,59484.817061129,0.809,2.26e+38
zhangyk2022_autumn,59484.817111779,1.64,4.59e+38
zhangyk2022_autumn,59484.817112134,0.048,1.34e+37
zhangyk2022_autumn,59484.817112541,4.25,1.19e+39
zhangyk2022_autumn,59484.817556805,1.201,3.36e+38
zhangyk2022_autumn,59484.817557288,2.643,7.4e+38
zhangyk2022_autumn,59484.817776928,0.052,1.46e+37
zhangyk2022_autumn,59484.817795359,0.069,1.93e+37
zhangyk2022_autumn,59484.817978132,0.901,2.52e+38
zhangyk2022_autumn,59484.818559283,0.174,4.87e+37
zhangyk2022_autumn,59484.819455676,0.133,3.72e+37
zhangyk2022_autumn,59484.819456077,1.745,4.88e+38
zhangyk2022_autumn,59484.819457073,0.486,1.36e+38
zhangyk2022_autumn,59484.819993471,0.337,9.43e+37
zhangyk2022_autumn,59484.820093607,0.037,1.04e+37
zhangyk2022_autumn,59484.820194444,0.042,1.18e+37
zhangyk2022_autumn,59484.820254376,0.012,3.36e+36
zhangyk2022_autumn,59484.821266385,0.027,7.56e+36
zhangyk2022_autumn,59484.821306547,0.327,9.15e+37
zhangyk2022_autumn,59484.821308755,0.394,1.1e+38
zhangyk2022_autumn,59484.821356845,0.82,2.3e+38
zhangyk2022_autumn,59484.821781065,0.419,1.17e+38
zhangyk2022_autumn,59484.821860545,0.236,6.61e+37
zhangyk2022_autumn,59484.822123683,0.053,1.48e+37
zhangyk2022_autumn,59484.822191905,1.374,3.85e+38
zhangyk2022_autumn,59484.822192898,0.239,6.69e+37
zhangyk2022_autumn,59484.822555006,0.021,5.88e+36
zhangyk2022_autumn,59484.822651454,0.404,1.13e+38
zhangyk2022_autumn,59484.82272549,0.118,3.3e+37
zhangyk2022_autumn,59484.822725772,1.879,5.26e+38
zhangyk2022_autumn,59484.822781633,1.264,3.54e+38
zhangyk2022_autumn,59484.822816484,9.653,2.7e+39
zhangyk2022_autumn,59484.822949804,0.394,1.1e+38
zhangyk2022_autumn,59484.822997882,0.043,1.2e+37
zhangyk2022_autumn,59484.823628987,0.572,1.6e+38
zhangyk2022_autumn,59484.823629206,2.511,7.03e+38
zhangyk2022_autumn,59484.823630066,0.22,6.16e+37
zhangyk2022_autumn,59484.823654783,0.218,6.1e+37
zhangyk2022_autumn,59484.823781511,0.118,3.3e+37
zhangyk2022_autumn,59484.823866837,0.042,1.18e+37
zhangyk2022_autumn,59484.823896871,0.15,4.2e+37
zhangyk2022_autumn,59484.824066464,0.025,7e+36
zhangyk2022_autumn,59484.824629002,0.038,1.06e+37
zhangyk2022_autumn,59484.824656846,0.186,5.21e+37
zhangyk2022_autumn,59484.824658221,0.197,5.51e+37
zhangyk2022_autumn,59484.824661556,5.366,1.5e+39
zhangyk2022_autumn,59484.824959354,0.064,1.79e+37
zhangyk2022_autumn,59484.825119162,0.083,2.32e+37
zhangyk2022_autumn,59484.825121426,0.908,2.54e+38
zhangyk2022_autumn,59484.825174523,0.005,1.4e+36
zhangyk2022_autumn,59484.82517481,0.029,8.12e+36
zhangyk2022_autumn,59484.825308762,0.118,3.3e+37
zhangyk2022_autumn,59484.82531069,0.064,1.79e+37
zhangyk2022_autumn,59484.825311568,0.081,2.27e+37
zhangyk2022_autumn,59484.825312014,0.014,3.92e+36
zhangyk2022_autumn,59484.8270755,0.79,2.21e+38
zhangyk2022_autumn,59484.827075732,0.212,5.93e+37
zhangyk2022_autumn,59484.827379212,0.229,6.41e+37
zhangyk2022_autumn,59484.827380008,2.056,5.76e+38
zhangyk2022_autumn,59484.827712022,0.082,2.3e+37
zhangyk2022_autumn,59484.827713498,0.226,6.33e+37
zhangyk2022_autumn,59484.828076558,0.069,1.93e+37
zhangyk2022_autumn,59484.828834912,0.27,7.56e+37
zhangyk2022_autumn,59484.828908828,0.248,6.94e+37
zhangyk2022_autumn,59484.829635469,0.509,1.43e+38
zhangyk2022_autumn,59484.830431677,0.07,1.96e+37
zhangyk2022_autumn,59484.830432187,0.267,7.47e+37
zhangyk2022_autumn,59484.830432579,0.12,3.36e+37
zhangyk2022_autumn,59484.830594912,0.478,1.34e+38
zhangyk2022_autumn,59484.830595235,1.197,3.35e+38
zhangyk2022_autumn,59484.830595799,0.056,1.57e+37
zhangyk2022_autumn,59484.83066287,0.199,5.57e+37
zhangyk2022_autumn,59484.830722229,0.024,6.72e+36
zhangyk2022_autumn,59484.830741528,0.104,2.91e+37
zhangyk2022_autumn,59484.830741992,0.289,8.09e+37
zhangyk2022_autumn,59484.830837877,0.517,1.45e+38
zhangyk2022_autumn,59484.831353639,0.069,1.93e+37
zhangyk2022_autumn,59484.831904204,3.397,9.51e+38
zhangyk2022_autumn,59484.832022331,1.561,4.37e+38
zhangyk2022_autumn,59484.832041199,0.625,1.75e+38
zhangyk2022_autumn,59484.832087389,0.039,1.09e+37
zhangyk2022_autumn,59484.832492855,0.112,3.14e+37
zhangyk2022_autumn,59484.832736324,0.061,1.71e+37
zhangyk2022_autumn,59484.832867013,0.229,6.41e+37
zhangyk2022_autumn,59484.832867923,0.078,2.18e+37
zhangyk2022_autumn,59484.833054538,0.077,2.16e+37
zhangyk2022_autumn,59484.833076579,0.082,2.3e+37
zhangyk2022_autumn,59484.83308054,3.017,8.45e+38
zhangyk2022_autumn,59484.833231156,1.495,4.18e+38
zhangyk2022_autumn,59484.833312992,0.038,1.06e+37
zhangyk2022_autumn,59484.833314185,0.184,5.15e+37
zhangyk2022_autumn,59484.83415524,0.404,1.13e+38
zhangyk2022_autumn,59484.834763741,0.916,2.56e+38
zhangyk2022_autumn,59484.834893955,2.462,6.89e+38
zhangyk2022_autumn,59484.835245092,2.263,6.33e+38
zhangyk2022_autumn,59484.835246085,0.117,3.28e+37
zhangyk2022_autumn,59484.835359072,3.008,8.42e+38
zhangyk2022_autumn,59484.835615052,0.025,7e+36
zhangyk2022_autumn,59484.835615517,0.127,3.56e+37
zhangyk2022_autumn,59484.835615785,0.276,7.73e+37
zhangyk2022_autumn,59484.835940687,0.514,1.44e+38
zhangyk2022_autumn,59484.835941515,0.395,1.11e+38
zhangyk2022_autumn,59484.836025131,0.033,9.24e+36
zhangyk2022_autumn,59484.836201831,1.345,3.77e+38
zhangyk2022_autumn,59484.836285079,0.227,6.35e+37
zhangyk2022_autumn,59484.836334881,0.418,1.17e+38
zhangyk2022_autumn,59484.836341526,0.135,3.78e+37
zhangyk2022_autumn,59484.836524844,0.116,3.25e+37
zhangyk2022_autumn,59484.836530494,1.757,4.92e+38
zhangyk2022_autumn,59484.836651585,0.022,6.16e+36
zhangyk2022_autumn,59484.836820724,0.78,2.18e+38
zhangyk2022_autumn,59484.836906709,0.385,1.08e+38
zhangyk2022_autumn,59484.836972623,0.066,1.85e+37
zhangyk2022_autumn,59484.837056097,0.155,4.34e+37
zhangyk2022_autumn,59484.837062285,0.217,6.07e+37
zhangyk2022_autumn,59484.837288293,1.868,5.23e+38
zhangyk2022_autumn,59484.837542013,0.1,2.8e+37
zhangyk2022_autumn,59484.838798528,0.751,2.1e+38
zhangyk2022_autumn,59484.838830119,0.013,3.64e+36
zhangyk2022_autumn,59484.838830452,0.02,5.6e+36
zhangyk2022_autumn,59484.838830757,0.038,1.06e+37
zhangyk2022_autumn,59484.838831093,1.07,3e+38
zhangyk2022_autumn,59484.839152182,0.103,2.88e+37
zhangyk2022_autumn,59484.839264577,0.044,1.23e+37
zhangyk2022_autumn,59484.839269867,0.024,6.72e+36
zhangyk2022_autumn,59484.839553036,2.588,7.24e+38
zhangyk2022_autumn,59484.83990331,0.348,9.74e+37
zhangyk2022_autumn,59484.840349946,0.134,3.75e+37
zhangyk2022_autumn,59484.840704911,0.31,8.68e+37
zhangyk2022_autumn,59484.840739605,0.041,1.15e+37
zhangyk2022_autumn,59484.840740342,0.052,1.46e+37
zhangyk2022_autumn,59484.840740652,0.047,1.32e+37
zhangyk2022_autumn,59484.840763967,0.551,1.54e+38
zhangyk2022_autumn,59484.840849563,0.11,3.08e+37
zhangyk2022_autumn,59484.840998978,0.933,2.61e+38
zhangyk2022_autumn,59484.841275031,0.123,3.44e+37
zhangyk2022_autumn,59484.841681895,0.572,1.6e+38
zhangyk2022_autumn,59484.841683619,1.407,3.94e+38
zhangyk2022_autumn,59484.841697815,0.081,2.27e+37
zhangyk2022_autumn,59484.841727981,0.314,8.79e+37
zhangyk2022_autumn,59484.841800964,0.329,9.21e+37
zhangyk2022_autumn,59484.841994744,2.041,5.71e+38
zhangyk2022_autumn,59484.841995582,0.064,1.79e+37
zhangyk2022_autumn,59484.842052381,0.754,2.11e+38
zhangyk2022_autumn,59484.842107401,6.456,1.81e+39
zhangyk2022_autumn,59484.842108389,3.237,9.06e+38
zhangyk2022_autumn,59484.842322838,0.05,1.4e+37
zhangyk2022_autumn,59484.842342158,0.096,2.69e+37
zhangyk2022_autumn,59484.842342422,0.039,1.09e+37
zhangyk2022_autumn,59484.842351245,0.026,7.28e+36
zhangyk2022_autumn,59484.842632189,0.207,5.79e+37
zhangyk2022_autumn,59484.842886014,5.823,1.63e+39
zhangyk2022_autumn,59484.843087391,0.084,2.35e+37
zhangyk2022_autumn,59484.843132863,0.052,1.46e+37
zhangyk2022_autumn,59484.843133313,0.878,2.46e+38
zhangyk2022_autumn,59484.843356058,0.073,2.04e+37
zhangyk2022_autumn,59484.843368529,0.027,7.56e+36
zhangyk2022_autumn,59484.843713371,0.092,2.58e+37
zhangyk2022_autumn,59484.843941485,1.92,5.37e+38
zhangyk2022_autumn,59484.843942409,0.369,1.03e+38
zhangyk2022_autumn,59484.844124657,0.065,1.82e+37
zhangyk2022_autumn,59484.844187344,2.506,7.01e+38
zhangyk2022_autumn,59484.844341326,1.321,3.7e+38
zhangyk2022_autumn,59484.844413974,1.611,4.51e+38
zhangyk2022_autumn,59484.844469101,2.185,6.12e+38
zhangyk2022_autumn,59484.844545696,0.168,4.7e+37
zhangyk2022_autumn,59484.844557537,4.245,1.19e+39
zhangyk2022_autumn,59484.844558115,0.114,3.19e+37
zhangyk2022_autumn,59484.84456237,0.135,3.78e+37
zhangyk2022_autumn,59484.844562884,0.121,3.39e+37
zhangyk2022_autumn,59484.844765742,0.044,1.23e+37
zhangyk2022_autumn,59484.845023184,0.268,7.5e+37
zhangyk2022_autumn,59484.845175824,0.688,1.93e+38
zhangyk2022_autumn,59484.845176115,9.734,2.72e+39
zhangyk2022_autumn,59484.845538605,0.175,4.9e+37
zhangyk2022_autumn,59484.845627203,0.59,1.65e+38
zhangyk2022_autumn,59484.846121701,2.108,5.9e+38
zhangyk2022_autumn,59484.846333829,0.17,4.76e+37
zhangyk2022_autumn,59484.84653682,0.073,2.04e+37
zhangyk2022_autumn,59484.847016737,0.979,2.74e+38
zhangyk2022_autumn,59484.847164118,0.407,1.14e+38
zhangyk2022_autumn,59484.847352961,0.339,9.49e+37
zhangyk2022_autumn,59484.847965994,0.078,2.18e+37
zhangyk2022_autumn,59484.848016003,0.463,1.3e+38
zhangyk2022_autumn,59484.848017568,0.634,1.77e+38
zhangyk2022_autumn,59484.848063625,0.194,5.43e+37
zhangyk2022_autumn,59484.848242457,2.796,7.83e+38
zhangyk2022_autumn,59484.848243358,2.4,6.72e+38
zhangyk2022_autumn,59484.84873212,0.048,1.34e+37
zhangyk2022_autumn,59484.84907677,0.109,3.05e+37
zhangyk2022_autumn,59484.849566789,0.102,2.86e+37
zhangyk2022_autumn,59484.849574213,1.305,3.65e+38
zhangyk2022_autumn,59484.849601147,0.188,5.26e+37
zhangyk2022_autumn,59484.849624639,2.074,5.81e+38
zhangyk2022_autumn,59484.849693232,1.044,2.92e+38
zhangyk2022_autumn,59484.850131497,1.642,4.6e+38
zhangyk2022_autumn,59484.850433479,0.343,9.6e+37
zhangyk2022_autumn,59484.850433797,0.098,2.74e+37
zhangyk2022_autumn,59484.850434221,1.577,4.41e+38
zhangyk2022_autumn,59484.850607072,1.229,3.44e+38
zhangyk2022_autumn,59484.850657895,0.489,1.37e+38
zhangyk2022_autumn,59484.85065835,0.048,1.34e+37
zhangyk2022_autumn,59484.850837928,1.219,3.41e+38
zhangyk2022_autumn,59484.851296707,1.794,5.02e+38
zhangyk2022_autumn,59484.851529432,0.03,8.4e+36
zhangyk2022_autumn,59484.851971473,0.979,2.74e+38
zhangyk2022_autumn,59484.85213451,0.01,2.8e+36
zhangyk2022_autumn,59484.85234188,0.325,9.1e+37
zhangyk2022_autumn,59484.852532819,2.865,8.02e+38
zhangyk2022_autumn,59484.852533552,0.577,1.62e+38
zhangyk2022_autumn,59484.852668167,0.034,9.52e+36
zhangyk2022_autumn,59484.853001168,1.843,5.16e+38
zhangyk2022_autumn,59484.853092443,0.065,1.82e+37
zhangyk2022_autumn,59484.853106057,3.144,8.8e+38
zhangyk2022_autumn,59484.854687262,4.547,1.27e+39
zhangyk2022_autumn,59484.854696278,0.082,2.3e+37
zhangyk2022_autumn,59484.854713653,0.037,1.04e+37
zhangyk2022_autumn,59484.855130997,0.122,3.42e+37
zhangyk2022_autumn,59484.855170377,1.5,4.2e+38
zhangyk2022_autumn,59485.784088726,0.053,1.48e+37
zhangyk2022_autumn,59485.784302145,0.327,9.15e+37
zhangyk2022_autumn,59485.784302732,0.228,6.38e+37
zhangyk2022_autumn,59485.784303356,1.502,4.2e+38
zhangyk2022_autumn,59485.784390425,0.083,2.32e+37
zhangyk2022_autumn,59485.784438434,0.07,1.96e+37
zhangyk2022_autumn,59485.784438707,1.947,5.45e+38
zhangyk2022_autumn,59485.784439317,0.115,3.22e+37
zhangyk2022_autumn,59485.784451845,0.246,6.89e+37
zhangyk2022_autumn,59485.784535762,0.152,4.25e+37
zhangyk2022_autumn,59485.784555518,0.091,2.55e+37
zhangyk2022_autumn,59485.784766559,1.526,4.27e+38
zhangyk2022_autumn,59485.784981334,0.018,5.04e+36
zhangyk2022_autumn,59485.785081872,0.615,1.72e+38
zhangyk2022_autumn,59485.785149768,0.318,8.9e+37
zhangyk2022_autumn,59485.78515533,2.639,7.39e+38
zhangyk2022_autumn,59485.785156845,2.754,7.71e+38
zhangyk2022_autumn,59485.785272185,1.287,3.6e+38
zhangyk2022_autumn,59485.785327226,0.179,5.01e+37
zhangyk2022_autumn,59485.78541235,0.087,2.44e+37
zhangyk2022_autumn,59485.78551855,0.09,2.52e+37
zhangyk2022_autumn,59485.785528816,0.554,1.55e+38
zhangyk2022_autumn,59485.785530186,0.048,1.34e+37
zhangyk2022_autumn,59485.7855305,0.282,7.89e+37
zhangyk2022_autumn,59485.785672412,1.548,4.33e+38
zhangyk2022_autumn,59485.785931764,2.61,7.31e+38
zhangyk2022_autumn,59485.785933305,0.393,1.1e+38
zhangyk2022_autumn,59485.785933911,0.141,3.95e+37
zhangyk2022_autumn,59485.785953735,0.037,1.04e+37
zhangyk2022_autumn,59485.785954058,0.031,8.68e+36
zhangyk2022_autumn,59485.786125663,0.359,1.01e+38
zhangyk2022_autumn,59485.786347303,0.616,1.72e+38
zhangyk2022_autumn,59485.786668691,0.054,1.51e+37
zhangyk2022_autumn,59485.786669387,0.049,1.37e+37
zhangyk2022_autumn,59485.78666987,0.052,1.46e+37
zhangyk2022_autumn,59485.786676397,0.06,1.68e+37
zhangyk2022_autumn,59485.786677166,0.038,1.06e+37
zhangyk2022_autumn,59485.786677543,1.422,3.98e+38
zhangyk2022_autumn,59485.786758962,0.241,6.75e+37
zhangyk2022_autumn,59485.787137935,0.059,1.65e+37
zhangyk2022_autumn,59485.787373878,0.527,1.48e+38
zhangyk2022_autumn,59485.78737462,0.039,1.09e+37
zhangyk2022_autumn,59485.787503409,0.075,2.1e+37
zhangyk2022_autumn,59485.787584178,0.054,1.51e+37
zhangyk2022_autumn,59485.787584405,0.98,2.74e+38
zhangyk2022_autumn,59485.787585074,0.527,1.48e+38
zhangyk2022_autumn,59485.78764105,0.995,2.79e+38
zhangyk2022_autumn,59485.787641459,0.046,1.29e+37
zhangyk2022_autumn,59485.787641655,0.208,5.82e+37
zhangyk2022_autumn,59485.78787047,1.882,5.27e+38
zhangyk2022_autumn,59485.787931315,0.153,4.28e+37
zhangyk2022_autumn,59485.787940133,0.138,3.86e+37
zhangyk2022_autumn,59485.787940379,0.037,1.04e+37
zhangyk2022_autumn,59485.787966477,0.088,2.46e+37
zhangyk2022_autumn,59485.787967223,0.964,2.7e+38
zhangyk2022_autumn,59485.788034031,0.416,1.16e+38
zhangyk2022_autumn,59485.788222138,0.098,2.74e+37
zhangyk2022_autumn,59485.788432963,0.166,4.65e+37
zhangyk2022_autumn,59485.788433614,0.056,1.57e+37
zhangyk2022_autumn,59485.788466366,0.475,1.33e+38
zhangyk2022_autumn,59485.788541618,1.718,4.81e+38
zhangyk2022_autumn,59485.788636494,0.58,1.62e+38
zhangyk2022_autumn,59485.78863777,0.696,1.95e+38
zhangyk2022_autumn,59485.788792964,0.146,4.09e+37
zhangyk2022_autumn,59485.788927661,0.026,7.28e+36
zhangyk2022_autumn,59485.788953178,0.192,5.37e+37
zhangyk2022_autumn,59485.78905182,0.02,5.6e+36
zhangyk2022_autumn,59485.78905212,0.121,3.39e+37
zhangyk2022_autumn,59485.789112198,0.918,2.57e+38
zhangyk2022_autumn,59485.789288308,2.6,7.28e+38
zhangyk2022_autumn,59485.789422524,0.324,9.07e+37
zhangyk2022_autumn,59485.789519374,2.324,6.51e+38
zhangyk2022_autumn,59485.789595364,0.182,5.09e+37
zhangyk2022_autumn,59485.789597732,0.709,1.98e+38
zhangyk2022_autumn,59485.789876527,1.641,4.59e+38
zhangyk2022_autumn,59485.789908595,0.096,2.69e+37
zhangyk2022_autumn,59485.789992602,0.112,3.14e+37
zhangyk2022_autumn,59485.790000292,1.967,5.51e+38
zhangyk2022_autumn,59485.790169595,0.069,1.93e+37
zhangyk2022_autumn,59485.790171757,0.791,2.21e+38
zhangyk2022_autumn,59485.790174103,0.223,6.24e+37
zhangyk2022_autumn,59485.790194984,0.266,7.45e+37
zhangyk2022_autumn,59485.790199999,1.491,4.17e+38
zhangyk2022_autumn,59485.790201562,0.051,1.43e+37
zhangyk2022_autumn,59485.790201885,0.8,2.24e+38
zhangyk2022_autumn,59485.790382823,0.125,3.5e+37
zhangyk2022_autumn,59485.790383429,2.26,6.33e+38
zhangyk2022_autumn,59485.790383879,0.255,7.14e+37
zhangyk2022_autumn,59485.790386698,0.587,1.64e+38
zhangyk2022_autumn,59485.790407997,0.495,1.39e+38
zhangyk2022_autumn,59485.79069149,0.161,4.51e+37
zhangyk2022_autumn,59485.790771071,0.559,1.57e+38
zhangyk2022_autumn,59485.791275255,0.094,2.63e+37
zhangyk2022_autumn,59485.79128699,0.229,6.41e+37
zhangyk2022_autumn,59485.791437934,0.094,2.63e+37
zhangyk2022_autumn,59485.791439085,0.429,1.2e+38
zhangyk2022_autumn,59485.791471949,1.75,4.9e+38
zhangyk2022_autumn,59485.791520195,0.752,2.11e+38
zhangyk2022_autumn,59485.791520618,0.567,1.59e+38
zhangyk2022_autumn,59485.791725482,0.207,5.79e+37
zhangyk2022_autumn,59485.791736554,1.018,2.85e+38
zhangyk2022_autumn,59485.791736981,2.068,5.79e+38
zhangyk2022_autumn,59485.79180027,2.229,6.24e+38
zhangyk2022_autumn,59485.792142072,0.072,2.02e+37
zhangyk2022_autumn,59485.79214255,0.073,2.04e+37
zhangyk2022_autumn,59485.792398737,0.675,1.89e+38
zhangyk2022_autumn,59485.792398905,0.051,1.43e+37
zhangyk2022_autumn,59485.792535659,1.187,3.32e+38
zhangyk2022_autumn,59485.792585319,0.067,1.88e+37
zhangyk2022_autumn,59485.79258552,0.133,3.72e+37
zhangyk2022_autumn,59485.793049727,2.266,6.34e+38
zhangyk2022_autumn,59485.793122216,1.055,2.95e+38
zhangyk2022_autumn,59485.793126806,0.125,3.5e+37
zhangyk2022_autumn,59485.793213406,0.076,2.13e+37
zhangyk2022_autumn,59485.7932297,0.18,5.04e+37
zhangyk2022_autumn,59485.793257568,0.063,1.76e+37
zhangyk2022_autumn,59485.793261771,1.155,3.23e+38
zhangyk2022_autumn,59485.793262299,0.174,4.87e+37
zhangyk2022_autumn,59485.793305903,2.134,5.97e+38
zhangyk2022_autumn,59485.793319844,0.518,1.45e+38
zhangyk2022_autumn,59485.793342934,0.22,6.16e+37
zhangyk2022_autumn,59485.793343776,0.628,1.76e+38
zhangyk2022_autumn,59485.793490754,0.02,5.6e+36
zhangyk2022_autumn,59485.793523005,0.196,5.49e+37
zhangyk2022_autumn,59485.794007552,0.062,1.74e+37
zhangyk2022_autumn,59485.794102283,0.04,1.12e+37
zhangyk2022_autumn,59485.794530556,1.129,3.16e+38
zhangyk2022_autumn,59485.794617119,0.123,3.44e+37
zhangyk2022_autumn,59485.794663821,0.363,1.02e+38
zhangyk2022_autumn,59485.794710548,0.129,3.61e+37
zhangyk2022_autumn,59485.794789458,1.261,3.53e+38
zhangyk2022_autumn,59485.794791272,0.08,2.24e+37
zhangyk2022_autumn,59485.794791577,0.356,9.96e+37
zhangyk2022_autumn,59485.794968609,1.479,4.14e+38
zhangyk2022_autumn,59485.794993091,0.062,1.74e+37
zhangyk2022_autumn,59485.795315612,0.1,2.8e+37
zhangyk2022_autumn,59485.79531624,2.248,6.29e+38
zhangyk2022_autumn,59485.795377405,0.666,1.86e+38
zhangyk2022_autumn,59485.795378515,2.502,7e+38
zhangyk2022_autumn,59485.79541528,0.937,2.62e+38
zhangyk2022_autumn,59485.79544163,0.064,1.79e+37
zhangyk2022_autumn,59485.795492465,0.162,4.53e+37
zhangyk2022_autumn,59485.795494115,0.731,2.05e+38
zhangyk2022_autumn,59485.795637207,0.054,1.51e+37
zhangyk2022_autumn,59485.795664185,2.539,7.11e+38
zhangyk2022_autumn,59485.795705088,0.081,2.27e+37
zhangyk2022_autumn,59485.795806436,0.513,1.44e+38
zhangyk2022_autumn,59485.795853444,0.201,5.63e+37
zhangyk2022_autumn,59485.795868713,0.338,9.46e+37
zhangyk2022_autumn,59485.795890174,0.211,5.91e+37
zhangyk2022_autumn,59485.796042406,0.541,1.51e+38
zhangyk2022_autumn,59485.796201092,0.072,2.02e+37
zhangyk2022_autumn,59485.796202025,3.863,1.08e+39
zhangyk2022_autumn,59485.796276832,1.525,4.27e+38
zhangyk2022_autumn,59485.796723141,0.637,1.78e+38
zhangyk2022_autumn,59485.796723323,0.032,8.96e+36
zhangyk2022_autumn,59485.796723505,0.05,1.4e+37
zhangyk2022_autumn,59485.796776217,0.062,1.74e+37
zhangyk2022_autumn,59485.797010864,0.295,8.26e+37
zhangyk2022_autumn,59485.797173357,1.043,2.92e+38
zhangyk2022_autumn,59485.797174103,3.74,1.05e+39
zhangyk2022_autumn,59485.79717449,0.709,1.98e+38
zhangyk2022_autumn,59485.797175779,0.874,2.45e+38
zhangyk2022_autumn,59485.797230232,0.475,1.33e+38
zhangyk2022_autumn,59485.797230823,0.097,2.72e+37
zhangyk2022_autumn,59485.797385067,0.064,1.79e+37
zhangyk2022_autumn,59485.79751732,1.001,2.8e+38
zhangyk2022_autumn,59485.79769114,0.313,8.76e+37
zhangyk2022_autumn,59485.797691431,0.75,2.1e+38
zhangyk2022_autumn,59485.79778047,0.221,6.19e+37
zhangyk2022_autumn,59485.797821881,0.1,2.8e+37
zhangyk2022_autumn,59485.797962367,0.055,1.54e+37
zhangyk2022_autumn,59485.797985556,1.173,3.28e+38
zhangyk2022_autumn,59485.798099837,0.072,2.02e+37
zhangyk2022_autumn,59485.798178116,0.084,2.35e+37
zhangyk2022_autumn,59485.798314041,0.06,1.68e+37
zhangyk2022_autumn,59485.798355735,0.028,7.84e+36
zhangyk2022_autumn,59485.79836064,0.06,1.68e+37
zhangyk2022_autumn,59485.798361591,0.518,1.45e+38
zhangyk2022_autumn,59485.798445823,0.327,9.15e+37
zhangyk2022_autumn,59485.798498783,0.014,3.92e+36
zhangyk2022_autumn,59485.798499257,0.022,6.16e+36
zhangyk2022_autumn,59485.798722838,1.308,3.66e+38
zhangyk2022_autumn,59485.798877064,0.036,1.01e+37
zhangyk2022_autumn,59485.799093252,1.909,5.34e+38
zhangyk2022_autumn,59485.79912561,0.083,2.32e+37
zhangyk2022_autumn,59485.799386634,0.721,2.02e+38
zhangyk2022_autumn,59485.799387894,0.24,6.72e+37
zhangyk2022_autumn,59485.79946315,0.058,1.62e+37
zhangyk2022_autumn,59485.799502733,0.059,1.65e+37
zhangyk2022_autumn,59485.799577037,0.045,1.26e+37
zhangyk2022_autumn,59485.799697103,0.47,1.32e+38
zhangyk2022_autumn,59485.799890492,0.078,2.18e+37
zhangyk2022_autumn,59485.799982089,0.101,2.83e+37
zhangyk2022_autumn,59485.800088517,0.139,3.89e+37
zhangyk2022_autumn,59485.800270099,0.301,8.43e+37
zhangyk2022_autumn,59485.800298975,2.727,7.63e+38
zhangyk2022_autumn,59485.800361422,1.285,3.6e+38
zhangyk2022_autumn,59485.800477759,0.101,2.83e+37
zhangyk2022_autumn,59485.800478014,0.411,1.15e+38
zhangyk2022_autumn,59485.800547655,0.077,2.16e+37
zhangyk2022_autumn,59485.800549547,1.33,3.72e+38
zhangyk2022_autumn,59485.800552997,0.319,8.93e+37
zhangyk2022_autumn,59485.800683383,0.145,4.06e+37
zhangyk2022_autumn,59485.800702423,0.294,8.23e+37
zhangyk2022_autumn,59485.800829557,0.1,2.8e+37
zhangyk2022_autumn,59485.801015975,0.659,1.84e+38
zhangyk2022_autumn,59485.801019977,0.145,4.06e+37
zhangyk2022_autumn,59485.801022124,0.833,2.33e+38
zhangyk2022_autumn,59485.801022347,0.592,1.66e+38
zhangyk2022_autumn,59485.801072279,2.361,6.61e+38
zhangyk2022_autumn,59485.801072953,0.545,1.53e+38
zhangyk2022_autumn,59485.801072972,0.695,1.95e+38
zhangyk2022_autumn,59485.80107354,1.109,3.1e+38
zhangyk2022_autumn,59485.801074168,0.195,5.46e+37
zhangyk2022_autumn,59485.801232749,3.871,1.08e+39
zhangyk2022_autumn,59485.801236007,0.125,3.5e+37
zhangyk2022_autumn,59485.801257359,0.195,5.46e+37
zhangyk2022_autumn,59485.801262408,0.864,2.42e+38
zhangyk2022_autumn,59485.801262922,0.121,3.39e+37
zhangyk2022_autumn,59485.80128545,0.122,3.42e+37
zhangyk2022_autumn,59485.801469319,0.043,1.2e+37
zhangyk2022_autumn,59485.801658947,1.748,4.89e+38
zhangyk2022_autumn,59485.80168108,0.045,1.26e+37
zhangyk2022_autumn,59485.801681307,0.036,1.01e+37
zhangyk2022_autumn,59485.80168178,0.381,1.07e+38
