t_days,size
2.722030,2.91
2.734772,2.65
2.736470,2.59
2.753175,2.51
2.753842,3.25
2.758973,2.79
2.761075,3.13
2.762067,3.06
2.764916,2.93
2.767181,3.48
2.768818,3.65
2.781304,3.16
2.781678,2.86
2.786119,3.31
2.794339,2.86
2.798266,2.71
2.804313,2.66
2.806666,3.16
2.807248,2.8
2.817848,2.77
2.830710,3.12
2.838287,2.9
2.849617,2.58
2.850971,2.63
2.858801,3.45
2.860417,2.65
2.862781,3.26
2.864044,2.77
2.870023,2.8
2.871707,2.53
2.874377,2.9
2.875127,2.67
2.875483,2.84
2.875599,2.87
2.881650,2.64
2.883460,2.61
2.885664,2.73
2.888040,2.54
2.895603,2.82
2.896296,2.62
2.901127,2.68
2.901490,2.86
2.911159,2.86
2.913045,2.75
2.917583,2.58
2.926474,2.59
2.930898,2.55
2.931915,2.96
2.933584,2.61
2.937279,2.77
2.942284,2.7
2.955938,3.61
2.959569,2.66
2.970567,2.61
2.973042,2.96
2.975496,2.75
2.979964,3.15
2.983952,2.91
2.997289,2.93
2.997636,3.29
3.006541,2.7
3.007914,2.6
3.008158,2.82
3.017236,2.52
3.018947,2.9
3.022910,2.85
3.025077,2.65
3.030093,3
3.035211,2.56
3.038396,2.69
3.042381,3.49
3.051716,4.41
3.053084,2.71
3.053514,3.63
3.058184,2.79
3.059682,3.82
3.060639,2.84
3.063060,3.37
3.064342,3.39
3.067254,3.15
3.067490,3.6
3.069085,2.51
3.071305,2.68
3.071936,3.44
3.074578,3.08
3.074976,3.01
3.078576,5.34
3.083188,3.36
3.089616,2.78
3.097868,2.64
3.100956,2.71
3.101491,2.7
3.101988,2.57
3.108477,2.82
3.114969,2.52
3.115193,2.63
3.116645,2.5
3.119781,3.31
3.120927,2.61
3.133601,3.35
3.149255,3.11
3.156990,3.18
3.157890,3.04
3.159553,2.53
3.159975,3.15
3.164134,2.55
3.164842,3.62
3.174026,2.83
3.175568,3.14
3.185808,3.01
3.190022,2.5
3.190140,3.38
3.191003,2.87
3.194329,2.79
3.197797,2.89
3.204296,3.34
3.210040,2.99
3.218795,3.4
3.220603,2.5
3.225311,2.85
3.227057,2.93
3.232368,2.87
3.233126,2.87
3.240413,2.79
3.242685,2.88
3.243434,2.68
3.244003,2.74
3.248247,2.74
3.255183,3.31
3.257310,2.5
3.257419,3.23
3.257893,3.42
3.260492,3.21
3.267648,2.7
3.269620,2.54
3.270737,2.86
3.272616,2.51
3.276781,2.5
3.285364,2.72
3.298109,2.67
3.299422,2.85
3.302724,2.78
3.303390,2.78
3.309246,2.89
3.312769,2.93
3.315184,2.91
3.339383,2.63
3.347334,2.92
3.354913,2.94
3.359316,2.67
3.371346,3
3.378650,2.85
3.388734,3.41
3.389790,3.21
3.394560,2.8
3.398831,3
3.403592,2.74
3.410214,2.75
3.417171,3.06
3.428610,2.68
3.429725,2.81
3.432844,2.74
3.435966,2.73
3.443652,2.69
3.445085,2.6
3.445634,2.74
3.447310,2.74
3.452268,2.68
3.452713,2.72
3.463900,2.55
3.472154,4.18
3.476687,3.23
3.480929,2.55
3.481885,2.85
3.494145,2.54
3.498911,4.42
3.504603,2.72
3.514039,3.33
3.515248,2.87
3.519336,3.3
3.522747,2.55
3.526406,3.86
3.537209,2.54
3.541601,2.68
3.547498,3.05
3.551135,2.91
3.557497,2.66
3.560044,2.73
3.568078,2.95
3.575778,3.23
3.581786,2.99
3.582798,2.91
3.586932,2.94
3.589518,2.74
3.594866,2.83
3.598015,2.62
3.600637,2.86
3.607998,3.5
3.613334,2.79
3.613520,2.72
3.620804,3.35
3.622269,2.76
3.623900,3.5
3.624269,4.24
3.629581,4.03
3.635164,2.73
3.647190,2.87
3.649252,2.64
3.653536,2.61
3.655506,2.69
3.663590,2.5
3.663794,2.83
3.667041,3
3.669800,2.56
3.671362,3.15
3.672569,2.78
3.674852,2.53
3.676160,2.7
3.686295,2.58
3.688247,2.73
3.688855,2.76
3.690075,2.78
3.690972,2.9
3.712716,2.85
3.716216,3.66
3.723389,2.72
3.724310,2.59
3.729495,2.81
3.732079,2.77
3.735828,2.66
3.743606,2.95
3.746454,2.75
3.749609,3.58
3.752423,3.55
3.760625,2.84
3.764901,2.67
3.767650,2.9
3.769101,2.53
3.770156,3.97
3.771532,2.96
3.778584,2.58
3.784343,2.56
3.789873,2.89
3.799055,2.54
3.807198,2.82
3.809331,3.07
3.819005,2.51
3.831077,2.57
3.831376,2.8
3.832463,2.57
3.835564,2.5
3.836006,3.41
3.842125,2.89
3.851457,2.55
3.853034,3.01
3.855868,2.69
3.862442,3.09
3.867252,2.59
3.868498,2.69
3.869138,2.57
3.869625,3.13
3.874234,2.72
3.878475,2.79
3.881348,3.23
3.893678,2.72
3.896387,2.65
3.903610,2.73
3.905524,3.07
3.907233,3.11
3.908421,2.57
3.919203,3.06
3.923002,2.9
3.928005,2.94
3.930781,2.69
3.933930,3.2
3.935562,2.71
3.940093,2.92
3.940534,2.84
3.951655,2.59
3.955688,2.55
3.963021,2.67
3.964398,2.95
3.968477,2.76
3.971620,2.54
3.978608,3.94
3.988977,2.57
3.990525,2.75
3.994375,2.69
4.000393,2.6
4.002482,2.65
4.011039,2.65
4.018317,3.54
4.025063,2.88
4.026114,3.63
4.042401,2.61
4.043058,2.69
4.059348,2.69
4.061653,2.65
4.071547,2.83
4.080751,2.61
4.089646,3.63
4.097595,2.87
4.101742,3.32
4.102566,2.79
4.107568,2.59
4.109532,3.01
4.110386,2.79
4.110525,2.76
4.116559,2.51
4.120914,2.98
4.123572,2.5
4.123690,3.5
4.125355,2.61
4.125561,2.65
4.129277,2.93
4.144380,2.8
4.155541,2.61
4.162949,2.85
4.163058,3.47
4.167734,2.81
4.168138,3.01
4.169892,3.89
4.178340,2.89
4.197270,2.57
4.197405,2.76
4.201153,2.64
4.203169,2.61
4.205953,3.38
4.206986,2.8
4.211235,3.17
4.214978,2.66
4.215492,2.57
4.226637,2.98
4.238925,3.7
4.246298,2.54
4.250926,2.84
4.255191,3
4.257489,2.62
4.257641,2.56
4.262048,2.62
4.262295,2.65
4.270440,3.51
4.271072,3.52
4.281916,2.55
4.285144,2.86
4.290669,2.77
4.292371,2.95
4.293343,2.5
4.298056,3.07
4.299160,2.64
4.318546,2.73
4.320767,2.84
4.327126,2.94
4.332121,2.59
4.332567,2.56
4.342687,2.86
4.343109,2.63
4.344100,2.61
4.344534,2.52
4.353416,2.58
4.355958,2.54
4.356292,2.66
4.373036,2.82
4.380591,2.67
4.387149,2.5
4.392082,3.37
4.393160,2.82
4.397311,2.79
4.399407,2.8
4.406371,2.56
4.415379,2.5
4.422288,2.54
4.426720,2.56
4.429359,2.68
4.431293,3
4.435965,2.88
4.439470,2.55
4.442060,2.73
4.444857,3.84
4.448213,3.19
4.453590,2.53
4.454502,2.87
4.464501,2.65
4.468470,2.67
4.471752,2.71
4.480779,2.89
4.483628,2.64
4.485632,2.89
4.498551,2.59
4.499668,2.57
4.506451,2.86
4.508329,2.82
4.512423,2.8
4.520718,2.7
4.522796,3.51
4.523826,3.61
4.531624,2.59
4.532190,3.1
4.532699,3.91
4.534784,2.83
4.545123,2.55
4.546158,3.49
4.553091,2.69
4.582734,2.81
4.583494,2.61
4.585232,2.82
4.591928,3.52
4.600382,2.89
4.606802,2.76
4.623017,2.77
4.626434,3.2
4.631543,2.79
4.636130,3.52
4.640367,2.62
4.642008,2.89
4.642235,2.8
4.659065,2.8
4.709071,2.78
4.723255,2.76
4.726593,2.94
4.756761,2.75
4.758246,2.78
4.773040,2.64
4.774200,2.52
4.778472,2.53
4.778673,2.66
4.778985,2.89
4.787954,2.5
4.790124,2.95
4.801824,3
4.804477,2.94
4.804507,2.71
4.813358,2.93
4.815189,2.5
4.820069,2.5
4.820490,2.86
4.827266,3.34
4.836877,2.66
4.838749,2.52
4.848199,2.89
4.850641,2.61
4.869664,2.72
4.875279,2.68
4.882869,2.58
4.919462,2.94
4.919926,2.76
4.920705,2.77
4.932958,3.42
4.936452,4.08
4.939130,3.4
4.946822,2.95
4.966283,2.53
4.967704,2.56
4.974719,3.04
4.975796,2.71
4.977290,2.53
4.981839,2.66
4.982915,2.65
4.986637,2.64
5.004672,2.53
5.005802,3.42
5.024536,2.55
5.024800,2.59
5.027914,2.61
5.038346,2.5
5.041875,2.53
5.055583,2.84
5.060280,3.17
5.077860,2.57
5.081305,2.62
5.085551,3.4
5.095671,2.96
5.113267,3
5.119810,2.55
5.120948,2.92
5.121378,3.13
5.136831,2.92
5.138912,2.8
5.143321,2.79
5.143373,2.92
5.150605,2.5
5.156970,3.01
5.169789,2.81
5.180935,2.95
5.186127,2.88
5.192515,3.2
5.196299,3.87
