t_days,size
4.048705,4.7
4.053764,4.9
4.057022,5
4.063760,4.6
4.067090,4.9
4.068715,4.8
4.075932,4.8
4.084798,4.6
4.093977,5.4
4.098761,4.6
4.100967,4.7
4.104576,4.7
4.112518,4.8
4.118026,4.8
4.124414,4.8
4.126389,5.1
4.132150,4.6
4.145571,4.7
4.155888,4.5
4.158608,4.5
4.160245,4.5
4.166673,4.7
4.169080,5.8
4.170619,4.8
4.187819,4.7
4.189160,4.6
4.197967,4.8
4.206220,4.5
4.210844,5.2
4.222127,5.1
4.237767,4.6
4.242746,4.5
4.248210,4.9
4.249964,5.5
4.254866,4.6
4.282490,4.9
4.295360,4.6
4.308620,4.5
4.320515,6
4.323174,6
4.327465,5.1
4.333863,5
4.339017,4.7
4.339423,4.7
4.363936,4.6
4.371004,4.6
4.378451,4.7
4.383678,4.8
4.387118,4.6
4.401039,6.1
4.423592,4.5
4.432757,4.7
4.442137,4.7
4.452239,4.5
4.496208,4.6
4.506932,4.5
4.515196,4.6
4.523130,4.5
4.529706,4.9
4.552158,5.4
4.560541,4.9
4.579308,4.5
4.583244,4.6
4.585040,4.5
4.588153,4.9
4.592957,4.6
4.595454,4.7
4.602886,5
4.613608,5.7
4.623805,4.7
4.637850,5
4.658841,4.8
4.663746,4.8
4.686672,4.7
4.701965,5.2
4.722613,4.8
4.734105,4.8
4.754498,4.7
4.758136,4.8
4.774773,4.7
4.775063,4.8
4.779631,4.8
4.780398,4.7
4.803413,4.5
4.806768,4.5
4.831790,4.5
4.839398,4.9
4.866955,4.5
4.868180,4.5
4.875564,4.8
4.876450,4.5
4.900854,4.6
4.920589,5.7
4.936185,5.4
4.938227,4.5
4.953132,4.6
4.957328,4.9
4.984116,4.8
5.020115,4.7
5.029620,5.7
5.045198,4.5
5.047628,4.9
5.055374,4.8
5.104707,4.9
5.133412,4.6
5.144932,4.7
5.146571,4.7
5.147752,4.7
5.160310,4.6
5.177218,4.8
5.187365,5.2
5.192873,4.8
5.194542,4.7
5.198021,4.5
5.231735,4.8
5.238094,4.8
5.244092,4.6
5.248996,5
5.253657,4.7
5.261412,4.9
5.269977,4.5
5.290967,4.8
5.293213,4.9
5.297204,4.7
5.327973,5
5.328121,4.9
5.328255,5.3
5.338685,4.8
5.361992,4.7
5.362440,4.6
5.369353,4.7
5.374853,5.2
5.385090,4.8
5.387239,4.6
5.390324,4.8
5.403229,5
5.414243,4.7
5.434920,4.6
5.481287,4.8
5.485886,4.7
5.500904,4.5
5.506093,4.6
5.518441,5.1
5.537098,4.7
5.537845,4.8
5.551489,4.6
5.575461,4.9
5.596320,4.6
5.606353,4.5
5.623537,4.8
5.623702,4.6
5.623809,5.1
5.640557,4.8
5.643427,4.7
5.645770,4.7
5.657154,4.6
5.666438,4.7
5.666620,4.7
5.669768,4.6
5.678411,4.9
5.679139,4.7
5.679621,4.9
5.681571,4.8
5.686427,4.9
5.695796,4.8
5.698854,4.5
5.709748,4.7
5.713011,4.7
5.714296,4.7
5.720016,4.8
5.725904,4.7
5.738120,4.8
5.744402,5.3
5.765654,4.6
5.770695,4.8
5.789191,4.8
5.791333,4.8
5.794982,4.8
5.804876,4.8
5.806697,4.9
5.869180,4.7
5.876550,4.7
5.877857,4.6
5.897798,4.7
5.914976,4.5
5.919767,5.2
5.935795,6.2
5.972636,5.3
6.018257,5.6
6.023142,4.7
6.026496,5.2
6.037103,4.5
6.039139,5.2
6.043013,4.8
6.051221,4.9
6.053713,4.7
6.110467,5.3
6.113302,4.9
6.123950,4.8
6.134249,5.2
6.138604,5.1
6.206695,4.9
6.224742,4.5
6.251270,4.5
6.270619,4.5
6.271508,4.5
6.281719,5.5
6.282649,5.4
6.284333,4.5
6.297552,5.8
6.327209,4.8
6.341825,4.7
6.345876,4.8
6.377226,4.7
6.377530,4.8
6.381173,4.7
