burst_id,source,freq_mhz,toa_s,toa_err_s,snr
FRB20201124A_2021MayApr_1240,FRB20201124A,1021.001,1.376172e-02,8.144828e-05,11.5
FRB20201124A_2021MayApr_1240,FRB20201124A,1062.986,1.372259e-02,9.472499e-05,10.4
FRB20201124A_2021MayApr_1240,FRB20201124A,1104.993,1.233689e-02,2.135891e-04,8.3
FRB20201124A_2021MayApr_1240,FRB20201124A,1146.972,1.243174e-02,2.023725e-04,6.1
FRB20201124A_2021MayApr_1240,FRB20201124A,1188.955,1.219934e-02,1.186435e-04,7.5
FRB20201124A_2021MayApr_1100,FRB20201124A,1020.996,1.352234e-02,5.083289e-05,30.0
FRB20201124A_2021MayApr_1100,FRB20201124A,1062.988,1.325891e-02,3.530647e-05,40.4
FRB20201124A_2021MayApr_1100,FRB20201124A,1104.968,1.316288e-02,4.290642e-05,35.5
FRB20201124A_2021MayApr_1100,FRB20201124A,1146.975,1.307113e-02,6.342518e-05,27.9
FRB20201124A_2021MayApr_1100,FRB20201124A,1188.96,1.203503e-02,6.744681e-05,21.9
FRB20201124A_2021MayApr_1100,FRB20201124A,1230.957,1.215068e-02,3.679849e-05,26.7
FRB20201124A_2021MayApr_1100,FRB20201124A,1272.943,1.212994e-02,9.318290e-05,11.1
FRB20201124A_2021MayApr_1100,FRB20201124A,1314.941,1.210389e-02,1.365848e-04,6.1
FRB20201124A_2021MayApr_0098,FRB20201124A,1104.978,1.376414e-02,5.255595e-04,7.7
FRB20201124A_2021MayApr_0098,FRB20201124A,1146.971,1.317522e-02,1.245827e-04,22.1
FRB20201124A_2021MayApr_0098,FRB20201124A,1188.955,1.269032e-02,1.591856e-04,20.4
FRB20201124A_2021MayApr_0098,FRB20201124A,1230.957,1.199481e-02,1.607966e-04,19.6
FRB20201124A_2021MayApr_0098,FRB20201124A,1272.943,1.150850e-02,1.708217e-04,15.5
FRB20201124A_2021MayApr_0098,FRB20201124A,1314.941,1.135897e-02,2.593649e-04,8.5
FRB20201124A_2021MayApr_0098,FRB20201124A,1356.445,1.145252e-02,2.180395e-04,7.9
FRB20201124A_2021MayApr_0308,FRB20201124A,1146.965,1.341057e-02,1.447920e-04,6.1
FRB20201124A_2021MayApr_0308,FRB20201124A,1188.963,1.322289e-02,1.160029e-04,7.2
FRB20201124A_2021MayApr_0308,FRB20201124A,1230.962,1.314080e-02,7.042052e-05,11.2
FRB20201124A_2021MayApr_0308,FRB20201124A,1272.936,1.321375e-02,7.594463e-05,7.8
FRB20201124A_2021MayApr_0308,FRB20201124A,1314.941,1.322202e-02,6.960572e-05,10.6
FRB20201124A_2021MayApr_1682,FRB20201124A,1146.973,1.370978e-02,1.376967e-04,11.1
FRB20201124A_2021MayApr_1682,FRB20201124A,1188.974,1.332636e-02,8.436515e-05,16.9
FRB20201124A_2021MayApr_1682,FRB20201124A,1230.956,1.327509e-02,5.652733e-05,23.5
FRB20201124A_2021MayApr_1682,FRB20201124A,1272.964,1.331461e-02,3.554921e-05,31.8
FRB20201124A_2021MayApr_1682,FRB20201124A,1314.939,1.330954e-02,2.082980e-05,54.3
FRB20201124A_2021MayApr_1682,FRB20201124A,1356.442,1.325375e-02,6.513592e-05,25.7
FRB20201124A_2021MayApr_1682,FRB20201124A,1397.46,1.327140e-02,1.654705e-04,17.8
FRB20201124A_2021MayApr_1682,FRB20201124A,1438.476,1.135937e-02,1.574636e-04,12.8
FRB20201124A_2021MayApr_0051,FRB20201124A,1021.004,1.406279e-02,2.262883e-04,21.3
FRB20201124A_2021MayApr_0051,FRB20201124A,1062.989,1.426750e-02,2.625958e-05,97.3
FRB20201124A_2021MayApr_0051,FRB20201124A,1104.985,1.435474e-02,9.988785e-06,211.6
FRB20201124A_2021MayApr_0051,FRB20201124A,1146.983,1.434342e-02,1.953140e-05,108.2
FRB20201124A_2021MayApr_0051,FRB20201124A,1188.955,1.430684e-02,8.330496e-05,36.6
FRB20201124A_2021MayApr_0051,FRB20201124A,1230.961,1.111531e-02,1.843810e-04,17.6
FRB20201124A_2021MayApr_0051,FRB20201124A,1272.946,1.127321e-02,1.744834e-04,8.5
FRB20201124A_2021MayApr_0576,FRB20201124A,1020.996,1.358331e-02,1.536740e-04,8.3
FRB20201124A_2021MayApr_0576,FRB20201124A,1062.988,1.350035e-02,3.968904e-05,32.2
FRB20201124A_2021MayApr_0576,FRB20201124A,1104.976,1.347607e-02,5.722406e-05,29.2
FRB20201124A_2021MayApr_0576,FRB20201124A,1146.971,1.357361e-02,2.838729e-05,64.1
FRB20201124A_2021MayApr_0576,FRB20201124A,1188.952,1.278076e-02,9.655677e-05,17.3
FRB20201124A_2021MayApr_0576,FRB20201124A,1230.968,1.251227e-02,3.141930e-05,54.8
FRB20201124A_2021MayApr_0576,FRB20201124A,1272.95,1.261907e-02,5.021765e-05,27.4
FRB20201124A_2021MayApr_0576,FRB20201124A,1314.941,1.258528e-02,7.726547e-05,15.9
FRB20201124A_2021MayApr_0576,FRB20201124A,1356.445,1.228640e-02,1.221455e-04,9.7
FRB20201124A_2021MayApr_0576,FRB20201124A,1397.46,1.175997e-02,7.717342e-05,13.4
FRB20201124A_2021MayApr_0576,FRB20201124A,1438.477,1.149685e-02,9.988548e-05,8.4
FRB20201124A_2021MayApr_0200,FRB20201124A,1062.988,1.391619e-02,1.634506e-04,9.3
FRB20201124A_2021MayApr_0200,FRB20201124A,1104.979,1.220400e-02,9.154905e-05,18.8
FRB20201124A_2021MayApr_0200,FRB20201124A,1146.972,1.248382e-02,4.635366e-05,29.7
FRB20201124A_2021MayApr_0200,FRB20201124A,1188.968,1.215458e-02,8.589100e-05,13.2
FRB20201124A_2021MayApr_0200,FRB20201124A,1230.962,1.224150e-02,8.697557e-05,10.7
FRB20201124A_2021MayApr_0200,FRB20201124A,1272.934,1.229443e-02,1.037905e-04,7.6
FRB20201124A_2021MayApr_1764,FRB20201124A,1314.941,1.229082e-02,7.552273e-05,9.1
FRB20201124A_2021MayApr_1764,FRB20201124A,1356.445,1.240150e-02,8.697635e-05,10.7
FRB20201124A_2021MayApr_1764,FRB20201124A,1397.46,1.244225e-02,3.835881e-05,17.9
FRB20201124A_2021MayApr_1764,FRB20201124A,1438.476,1.240152e-02,2.461708e-05,24.0
FRB20201124A_2021MayApr_1764,FRB20201124A,1479.495,1.238334e-02,3.450984e-05,18.5
FRB20201124A_2021MayApr_1028,FRB20201124A,1020.994,1.419653e-02,5.045105e-05,36.0
FRB20201124A_2021MayApr_1028,FRB20201124A,1062.988,1.337987e-02,5.285735e-05,45.6
FRB20201124A_2021MayApr_1028,FRB20201124A,1104.979,1.307748e-02,3.816846e-05,59.2
FRB20201124A_2021MayApr_1028,FRB20201124A,1146.972,1.283949e-02,6.537453e-05,36.1
FRB20201124A_2021MayApr_1028,FRB20201124A,1188.967,1.313052e-02,1.664152e-04,14.2
FRB20201124A_2021MayApr_1028,FRB20201124A,1230.958,1.150128e-02,3.982443e-04,5.6
FRB20201124A_2021MayApr_1487,FRB20201124A,1020.994,1.438411e-02,1.368559e-04,11.5
FRB20201124A_2021MayApr_1487,FRB20201124A,1062.989,1.391900e-02,1.431318e-04,13.4
FRB20201124A_2021MayApr_1487,FRB20201124A,1104.977,1.376043e-02,1.328869e-04,12.2
FRB20201124A_2021MayApr_1487,FRB20201124A,1146.975,1.323610e-02,2.415508e-04,8.5
FRB20201124A_2021MayApr_1487,FRB20201124A,1188.967,1.243374e-02,1.604924e-04,9.2
FRB20201124A_2021MayApr_1487,FRB20201124A,1230.958,1.214302e-02,6.604216e-05,17.9
FRB20201124A_2021MayApr_1487,FRB20201124A,1272.944,1.213184e-02,1.347747e-04,6.9
FRB20201124A_2021MayApr_1487,FRB20201124A,1314.941,1.192637e-02,1.035577e-04,8.5
FRB20201124A_2021MayApr_1487,FRB20201124A,1397.46,1.165234e-02,9.493712e-05,5.7
FRB20201124A_2021MayApr_0927,FRB20201124A,1146.969,1.381534e-02,1.348751e-04,8.7
FRB20201124A_2021MayApr_0927,FRB20201124A,1188.953,1.322261e-02,1.130436e-04,7.8
FRB20201124A_2021MayApr_0927,FRB20201124A,1230.966,1.341839e-02,1.575259e-04,11.9
FRB20201124A_2021MayApr_0927,FRB20201124A,1272.948,1.273371e-02,1.572373e-04,13.4
FRB20201124A_2021MayApr_0927,FRB20201124A,1314.941,1.213324e-02,5.619401e-05,30.6
FRB20201124A_2021MayApr_0927,FRB20201124A,1356.445,1.209782e-02,3.431760e-05,43.0
FRB20201124A_2021MayApr_0927,FRB20201124A,1397.46,1.213765e-02,2.379495e-05,53.7
FRB20201124A_2021MayApr_0927,FRB20201124A,1438.477,1.204297e-02,3.327976e-05,42.8
FRB20201124A_2021MayApr_0927,FRB20201124A,1479.483,1.214354e-02,1.774437e-04,7.5
FRB20201124A_2021MayApr_0464,FRB20201124A,1104.986,1.277056e-02,1.114539e-04,7.9
FRB20201124A_2021MayApr_0464,FRB20201124A,1146.972,1.263870e-02,3.872443e-05,20.3
FRB20201124A_2021MayApr_0464,FRB20201124A,1188.988,1.268529e-02,6.013934e-05,14.7
FRB20201124A_2021MayApr_0464,FRB20201124A,1230.955,1.262986e-02,2.916048e-05,33.7
FRB20201124A_2021MayApr_0464,FRB20201124A,1272.948,1.273336e-02,4.624057e-05,20.2
FRB20201124A_2021MayApr_0464,FRB20201124A,1314.941,1.239816e-02,4.986297e-05,19.7
FRB20201124A_2021MayApr_0464,FRB20201124A,1356.445,1.248238e-02,5.478756e-05,17.0
FRB20201124A_2021MayApr_0464,FRB20201124A,1438.477,1.081464e-02,1.404596e-04,5.6
FRB20201124A_2021MayApr_0580,FRB20201124A,1020.997,1.461258e-02,1.152030e-04,12.4
FRB20201124A_2021MayApr_0580,FRB20201124A,1062.989,1.424943e-02,1.605414e-04,14.4
FRB20201124A_2021MayApr_0580,FRB20201124A,1104.98,1.322113e-02,9.335844e-05,21.6
FRB20201124A_2021MayApr_0580,FRB20201124A,1146.972,1.308071e-02,3.664899e-05,41.6
FRB20201124A_2021MayApr_0580,FRB20201124A,1188.957,1.313248e-02,4.376751e-05,28.1
FRB20201124A_2021MayApr_0580,FRB20201124A,1230.959,1.302177e-02,2.240574e-05,59.2
FRB20201124A_2021MayApr_0580,FRB20201124A,1272.948,1.281912e-02,2.689804e-05,51.2
FRB20201124A_2021MayApr_0580,FRB20201124A,1314.941,1.258497e-02,3.896752e-05,37.8
FRB20201124A_2021MayApr_0580,FRB20201124A,1356.445,1.242820e-02,3.085588e-05,43.0
FRB20201124A_2021MayApr_0580,FRB20201124A,1397.462,1.210814e-02,1.385193e-05,92.3
FRB20201124A_2021MayApr_0580,FRB20201124A,1438.477,1.193120e-02,3.009953e-05,37.6
FRB20201124A_2021MayApr_0580,FRB20201124A,1479.49,1.195840e-02,8.705987e-05,13.0
FRB20201124A_2021MayApr_0407,FRB20201124A,1020.997,1.384398e-02,7.118054e-05,15.9
FRB20201124A_2021MayApr_0407,FRB20201124A,1062.988,1.376945e-02,6.262655e-05,21.2
FRB20201124A_2021MayApr_0407,FRB20201124A,1104.979,1.370736e-02,6.049956e-05,23.6
FRB20201124A_2021MayApr_0407,FRB20201124A,1146.976,1.324719e-02,9.199328e-05,14.4
FRB20201124A_2021MayApr_0407,FRB20201124A,1188.952,1.302170e-02,1.593460e-04,7.4
FRB20201124A_2021MayApr_0407,FRB20201124A,1230.964,1.195462e-02,1.277123e-04,7.7
FRB20201124A_2021MayApr_0407,FRB20201124A,1272.949,1.180020e-02,5.398576e-05,9.1
FRB20201124A_2021MayApr_0407,FRB20201124A,1314.941,1.184065e-02,1.222400e-04,8.0
FRB20201124A_2021MayApr_0407,FRB20201124A,1356.445,1.184503e-02,1.672562e-04,8.5
FRB20201124A_2021MayApr_0407,FRB20201124A,1397.46,1.077433e-02,1.633404e-04,6.3
FRB20201124A_2021MayApr_1652,FRB20201124A,1020.997,1.229364e-02,1.774255e-04,12.2
FRB20201124A_2021MayApr_1652,FRB20201124A,1062.988,1.355652e-02,3.180502e-04,12.8
FRB20201124A_2021MayApr_1652,FRB20201124A,1104.977,1.361590e-02,7.994661e-05,27.1
FRB20201124A_2021MayApr_1652,FRB20201124A,1146.975,1.299294e-02,1.143820e-04,18.9
FRB20201124A_2021MayApr_1652,FRB20201124A,1188.953,1.267237e-02,2.981814e-04,7.3
FRB20201124A_2021MayApr_1652,FRB20201124A,1230.946,1.169333e-02,2.440410e-04,6.6
FRB20201124A_2021MayApr_0199,FRB20201124A,1020.991,1.448333e-02,1.624598e-04,8.2
FRB20201124A_2021MayApr_0199,FRB20201124A,1062.989,1.358537e-02,1.731250e-04,10.2
FRB20201124A_2021MayApr_0199,FRB20201124A,1104.981,1.352498e-02,7.455990e-05,15.2
FRB20201124A_2021MayApr_0199,FRB20201124A,1146.973,1.331540e-02,1.750583e-05,44.9
FRB20201124A_2021MayApr_0199,FRB20201124A,1188.955,1.337295e-02,1.670214e-05,38.3
FRB20201124A_2021MayApr_0199,FRB20201124A,1230.962,1.332935e-02,1.172467e-05,62.9
FRB20201124A_2021MayApr_0199,FRB20201124A,1272.942,1.200954e-02,3.655713e-05,39.0
FRB20201124A_2021MayApr_0199,FRB20201124A,1314.944,1.200603e-02,1.315257e-05,56.1
FRB20201124A_2021MayApr_0199,FRB20201124A,1356.445,1.205723e-02,1.233122e-05,63.8
FRB20201124A_2021MayApr_0199,FRB20201124A,1397.46,1.214337e-02,4.723132e-05,20.8
FRB20201124A_2021MayApr_0552,FRB20201124A,1020.997,1.345882e-02,3.281731e-05,35.9
FRB20201124A_2021MayApr_0552,FRB20201124A,1062.988,1.320230e-02,2.747118e-05,44.7
FRB20201124A_2021MayApr_0552,FRB20201124A,1104.982,1.312735e-02,2.120213e-05,83.5
FRB20201124A_2021MayApr_0552,FRB20201124A,1146.972,1.215521e-02,2.553911e-05,53.9
FRB20201124A_2021MayApr_0552,FRB20201124A,1188.96,1.223606e-02,9.118394e-06,53.9
FRB20201124A_2021MayApr_0552,FRB20201124A,1230.957,1.227890e-02,1.458664e-05,30.3
FRB20201124A_2021MayApr_0552,FRB20201124A,1272.946,1.232859e-02,6.020779e-05,8.2
FRB20201124A_2021MayApr_0552,FRB20201124A,1314.941,1.232551e-02,2.302196e-05,14.9
FRB20201124A_2021MayApr_0898,FRB20201124A,1020.997,1.352579e-02,4.735402e-05,27.0
FRB20201124A_2021MayApr_0898,FRB20201124A,1062.987,1.301481e-02,5.078877e-05,28.1
FRB20201124A_2021MayApr_0898,FRB20201124A,1104.986,1.272520e-02,7.119752e-05,17.3
FRB20201124A_2021MayApr_0898,FRB20201124A,1146.976,1.257726e-02,3.230495e-05,28.9
FRB20201124A_2021MayApr_0898,FRB20201124A,1188.96,1.229028e-02,9.437557e-05,6.2
FRB20201124A_2021MayApr_0546,FRB20201124A,1020.997,1.476104e-02,1.361528e-04,13.7
FRB20201124A_2021MayApr_0546,FRB20201124A,1062.988,1.434192e-02,3.066256e-04,10.7
FRB20201124A_2021MayApr_0546,FRB20201124A,1104.976,1.243303e-02,8.244403e-05,26.2
FRB20201124A_2021MayApr_0546,FRB20201124A,1146.975,1.200403e-02,1.739127e-04,10.2
FRB20201124A_2021MayApr_0546,FRB20201124A,1188.957,1.193237e-02,2.110674e-04,7.5
FRB20201124A_2021MayApr_0546,FRB20201124A,1230.961,1.179709e-02,2.275387e-04,6.0
FRB20201124A_2021MayApr_1582,FRB20201124A,1020.997,1.479469e-02,2.089449e-04,8.0
FRB20201124A_2021MayApr_1582,FRB20201124A,1062.988,1.441233e-02,2.377006e-04,10.3
FRB20201124A_2021MayApr_1582,FRB20201124A,1104.978,1.391223e-02,1.369823e-04,15.8
FRB20201124A_2021MayApr_1582,FRB20201124A,1146.972,1.366062e-02,1.055465e-04,25.1
FRB20201124A_2021MayApr_1582,FRB20201124A,1188.981,1.247499e-02,1.855542e-04,18.3
FRB20201124A_2021MayApr_1582,FRB20201124A,1230.951,1.139399e-02,7.409587e-05,31.8
FRB20201124A_2021MayApr_1582,FRB20201124A,1272.956,1.155966e-02,5.268068e-05,28.9
FRB20201124A_2021MayApr_1582,FRB20201124A,1314.941,1.150927e-02,2.964223e-05,41.5
FRB20201124A_2021MayApr_1582,FRB20201124A,1356.445,1.157870e-02,2.319369e-05,46.6
FRB20201124A_2021MayApr_1582,FRB20201124A,1397.46,1.154896e-02,2.599073e-05,34.0
FRB20201124A_2021MayApr_1582,FRB20201124A,1438.476,1.150064e-02,1.035470e-04,7.1
FRB20201124A_2021MayApr_1605,FRB20201124A,1020.997,1.272384e-02,1.245039e-04,7.9
FRB20201124A_2021MayApr_1605,FRB20201124A,1062.988,1.278537e-02,4.911640e-05,23.0
FRB20201124A_2021MayApr_1605,FRB20201124A,1104.979,1.278434e-02,3.443078e-05,32.8
FRB20201124A_2021MayApr_1605,FRB20201124A,1146.972,1.287504e-02,3.287200e-05,31.4
FRB20201124A_2021MayApr_1605,FRB20201124A,1188.967,1.277102e-02,3.780047e-05,23.4
FRB20201124A_2021MayApr_1605,FRB20201124A,1230.962,1.273345e-02,6.392938e-05,13.8
FRB20201124A_2021MayApr_1605,FRB20201124A,1272.954,1.268002e-02,1.361866e-04,6.5
FRB20201124A_2021MayApr_1291,FRB20201124A,1020.997,1.248024e-02,2.847396e-05,32.8
FRB20201124A_2021MayApr_1291,FRB20201124A,1062.986,1.257284e-02,2.413126e-05,40.7
FRB20201124A_2021MayApr_1291,FRB20201124A,1104.98,1.237370e-02,2.726503e-05,39.7
FRB20201124A_2021MayApr_1291,FRB20201124A,1146.978,1.220245e-02,7.479221e-05,12.5
FRB20201124A_2021MayApr_1291,FRB20201124A,1188.966,1.223369e-02,7.332277e-05,6.0
FRB20201124A_2021MayApr_0676,FRB20201124A,1021.003,1.280237e-02,1.016508e-04,20.3
FRB20201124A_2021MayApr_0676,FRB20201124A,1062.99,1.278578e-02,1.048139e-05,98.5
FRB20201124A_2021MayApr_0676,FRB20201124A,1104.984,1.275033e-02,1.565302e-05,65.9
FRB20201124A_2021MayApr_0676,FRB20201124A,1146.969,1.283955e-02,1.874334e-05,55.1
FRB20201124A_2021MayApr_0676,FRB20201124A,1188.972,1.272798e-02,6.462585e-05,16.7
FRB20201124A_2021MayApr_0676,FRB20201124A,1230.961,1.263474e-02,1.117108e-04,9.7
FRB20201124A_2021MayApr_1014,FRB20201124A,1062.988,1.341123e-02,2.126161e-04,6.0
FRB20201124A_2021MayApr_1014,FRB20201124A,1104.977,1.322885e-02,1.316290e-04,9.0
FRB20201124A_2021MayApr_1014,FRB20201124A,1146.972,1.321361e-02,1.065594e-04,15.7
FRB20201124A_2021MayApr_1014,FRB20201124A,1188.982,1.299296e-02,7.498745e-05,22.9
FRB20201124A_2021MayApr_1014,FRB20201124A,1230.958,1.225179e-02,8.268462e-05,19.6
FRB20201124A_2021MayApr_1014,FRB20201124A,1272.948,1.219912e-02,3.754304e-05,31.4
FRB20201124A_2021MayApr_1014,FRB20201124A,1314.941,1.216598e-02,3.736959e-05,26.3
FRB20201124A_2021MayApr_1014,FRB20201124A,1356.445,1.223916e-02,4.213026e-05,21.0
FRB20201124A_2021MayApr_1014,FRB20201124A,1397.46,1.233683e-02,6.181367e-05,13.5
FRB20201124A_2021MayApr_1014,FRB20201124A,1438.477,1.223909e-02,8.572382e-05,9.2
FRB20201124A_2021MayApr_1688,FRB20201124A,1020.997,1.357766e-02,5.984823e-05,31.2
FRB20201124A_2021MayApr_1688,FRB20201124A,1062.989,1.325595e-02,4.403159e-05,42.4
FRB20201124A_2021MayApr_1688,FRB20201124A,1104.984,1.301544e-02,4.202684e-05,43.3
FRB20201124A_2021MayApr_1688,FRB20201124A,1146.972,1.268038e-02,3.150343e-05,56.2
FRB20201124A_2021MayApr_1688,FRB20201124A,1188.969,1.233887e-02,1.062486e-04,14.3
FRB20201124A_2021MayApr_1688,FRB20201124A,1230.964,1.219321e-02,6.056760e-05,21.9
FRB20201124A_2021MayApr_1688,FRB20201124A,1314.942,1.200558e-02,7.729224e-05,15.9
FRB20201124A_2021MayApr_1688,FRB20201124A,1356.445,1.224214e-02,1.629268e-04,7.5
FRB20201124A_2021MayApr_0276,FRB20201124A,1104.974,1.332931e-02,2.351676e-04,6.5
FRB20201124A_2021MayApr_0276,FRB20201124A,1146.973,1.323951e-02,1.249102e-04,16.1
FRB20201124A_2021MayApr_0276,FRB20201124A,1188.959,1.303063e-02,1.299295e-04,15.1
FRB20201124A_2021MayApr_0276,FRB20201124A,1230.956,1.238320e-02,1.217691e-04,14.1
FRB20201124A_2021MayApr_0276,FRB20201124A,1272.957,1.228520e-02,1.767111e-04,6.1
FRB20201124A_2021MayApr_0214,FRB20201124A,1020.994,1.414720e-02,9.606002e-06,133.0
FRB20201124A_2021MayApr_0214,FRB20201124A,1062.992,1.410137e-02,5.463758e-06,215.9
FRB20201124A_2021MayApr_0214,FRB20201124A,1104.978,1.400609e-02,6.862961e-06,193.4
FRB20201124A_2021MayApr_0214,FRB20201124A,1146.968,1.369379e-02,1.398475e-05,126.5
FRB20201124A_2021MayApr_0214,FRB20201124A,1188.964,1.291022e-02,2.035443e-05,77.3
FRB20201124A_2021MayApr_0214,FRB20201124A,1230.961,1.282434e-02,2.513575e-05,68.4
FRB20201124A_2021MayApr_0214,FRB20201124A,1272.951,1.234158e-02,5.153172e-05,35.3
FRB20201124A_2021MayApr_0214,FRB20201124A,1314.941,1.227354e-02,2.011481e-05,83.1
FRB20201124A_2021MayApr_0214,FRB20201124A,1356.445,1.146320e-02,2.141706e-05,66.6
FRB20201124A_2021MayApr_0214,FRB20201124A,1397.46,1.150187e-02,4.290646e-05,29.8
FRB20201124A_2021MayApr_0214,FRB20201124A,1438.477,1.130892e-02,1.875501e-04,6.0
FRB20201124A_2021MayApr_0214,FRB20201124A,1479.482,1.135543e-02,1.083543e-04,6.4
FRB20201124A_2021MayApr_1593,FRB20201124A,1314.941,1.260967e-02,1.219578e-04,16.1
FRB20201124A_2021MayApr_1593,FRB20201124A,1356.44,1.237240e-02,5.867170e-05,35.2
FRB20201124A_2021MayApr_1593,FRB20201124A,1397.472,1.257925e-02,2.449986e-05,78.2
FRB20201124A_2021MayApr_1593,FRB20201124A,1438.471,1.205784e-02,1.790186e-05,115.3
FRB20201124A_2021MayApr_1593,FRB20201124A,1479.466,1.209127e-02,1.522795e-05,103.3
FRB20201124A_2021MayApr_0850,FRB20201124A,1020.997,1.313383e-02,1.614039e-05,79.2
FRB20201124A_2021MayApr_0850,FRB20201124A,1062.986,1.307833e-02,6.938289e-06,177.1
FRB20201124A_2021MayApr_0850,FRB20201124A,1104.991,1.292850e-02,6.841738e-06,179.6
FRB20201124A_2021MayApr_0850,FRB20201124A,1146.964,1.282727e-02,8.327408e-06,153.5
FRB20201124A_2021MayApr_0850,FRB20201124A,1188.959,1.268326e-02,2.138792e-05,59.8
FRB20201124A_2021MayApr_0850,FRB20201124A,1230.948,1.261156e-02,2.157331e-05,52.4
FRB20201124A_2021MayApr_0850,FRB20201124A,1272.957,1.249474e-02,1.969828e-05,52.4
FRB20201124A_2021MayApr_0850,FRB20201124A,1314.941,1.252807e-02,2.392955e-05,41.1
FRB20201124A_2021MayApr_0850,FRB20201124A,1356.445,1.257010e-02,6.841318e-05,15.1
FRB20201124A_2021MayApr_0850,FRB20201124A,1397.46,1.219333e-02,1.413973e-04,6.3
FRB20201124A_2021MayApr_1576,FRB20201124A,1021.014,3.830412e-02,1.719812e-04,15.1
FRB20201124A_2021MayApr_1576,FRB20201124A,1062.986,3.819868e-02,1.618685e-04,14.9
FRB20201124A_2021MayApr_1576,FRB20201124A,1104.978,3.790668e-02,1.781507e-04,14.3
FRB20201124A_2021MayApr_1576,FRB20201124A,1146.972,3.794083e-02,1.643847e-04,13.5
FRB20201124A_2021MayApr_1576,FRB20201124A,1188.972,3.720594e-02,2.026936e-04,8.7
FRB20201124A_2021MayApr_0218,FRB20201124A,1020.997,1.454844e-02,1.644714e-04,8.7
FRB20201124A_2021MayApr_0218,FRB20201124A,1062.988,1.350578e-02,1.914677e-04,9.8
FRB20201124A_2021MayApr_0218,FRB20201124A,1104.983,1.317234e-02,8.625272e-05,10.8
FRB20201124A_2021MayApr_0218,FRB20201124A,1146.972,1.293380e-02,1.237278e-04,7.5
FRB20201124A_2021MayApr_0218,FRB20201124A,1314.941,1.136001e-02,8.181002e-05,6.6
FRB20201124A_2021MayApr_0878,FRB20201124A,1021.008,1.288564e-02,5.943687e-05,11.6
FRB20201124A_2021MayApr_0878,FRB20201124A,1062.989,1.301328e-02,3.204265e-05,32.2
FRB20201124A_2021MayApr_0878,FRB20201124A,1104.981,1.303130e-02,1.709461e-05,60.4
FRB20201124A_2021MayApr_0878,FRB20201124A,1146.972,1.266660e-02,1.218862e-05,76.6
FRB20201124A_2021MayApr_0878,FRB20201124A,1188.961,1.264716e-02,9.991541e-06,73.8
FRB20201124A_2021MayApr_0878,FRB20201124A,1230.965,1.272782e-02,7.757720e-06,76.0
FRB20201124A_2021MayApr_0878,FRB20201124A,1272.95,1.272810e-02,1.111462e-05,75.2
FRB20201124A_2021MayApr_0878,FRB20201124A,1314.941,1.276468e-02,1.128471e-05,82.8
FRB20201124A_2021MayApr_0878,FRB20201124A,1356.445,1.263214e-02,1.723506e-05,57.0
FRB20201124A_2021MayApr_0878,FRB20201124A,1397.461,1.248661e-02,1.177258e-05,79.3
FRB20201124A_2021MayApr_0878,FRB20201124A,1438.477,1.258407e-02,1.812539e-05,46.1
FRB20201124A_2021MayApr_0878,FRB20201124A,1479.503,1.254642e-02,1.260912e-04,8.6
FRB20201124A_2021MayApr_0488,FRB20201124A,1020.991,9.079250e-03,3.381365e-05,68.3
FRB20201124A_2021MayApr_0488,FRB20201124A,1063.001,8.929618e-03,9.151282e-06,198.7
FRB20201124A_2021MayApr_0488,FRB20201124A,1104.973,8.927559e-03,1.011997e-05,184.6
FRB20201124A_2021MayApr_0488,FRB20201124A,1146.972,8.151803e-03,1.048398e-05,168.8
FRB20201124A_2021MayApr_0488,FRB20201124A,1188.957,8.305244e-03,3.676094e-05,42.8
FRB20201124A_2021MayApr_0488,FRB20201124A,1230.961,8.125852e-03,5.000040e-05,26.5
FRB20201124A_2021MayApr_0227,FRB20201124A,1021.002,1.590555e-02,3.455468e-05,52.6
FRB20201124A_2021MayApr_0227,FRB20201124A,1062.988,1.588723e-02,1.769203e-05,138.9
FRB20201124A_2021MayApr_0227,FRB20201124A,1104.98,1.459011e-02,2.500294e-05,102.2
FRB20201124A_2021MayApr_0227,FRB20201124A,1146.972,1.264184e-02,4.302225e-05,46.8
FRB20201124A_2021MayApr_0227,FRB20201124A,1188.964,1.273187e-02,5.224683e-05,17.9
FRB20201124A_2021MayApr_0227,FRB20201124A,1230.964,1.272979e-02,3.239315e-05,30.3
FRB20201124A_2021MayApr_0227,FRB20201124A,1272.947,1.267673e-02,7.540360e-05,13.7
FRB20201124A_2021MayApr_0227,FRB20201124A,1314.941,1.258947e-02,3.065563e-05,32.1
FRB20201124A_2021MayApr_0227,FRB20201124A,1356.445,1.235677e-02,1.108449e-04,8.9
FRB20201124A_2021MayApr_1485,FRB20201124A,1020.995,1.185391e-02,2.420495e-05,40.6
FRB20201124A_2021MayApr_1485,FRB20201124A,1062.988,1.198800e-02,8.732763e-06,56.3
FRB20201124A_2021MayApr_1485,FRB20201124A,1104.976,1.212004e-02,1.200589e-05,36.8
FRB20201124A_2021MayApr_1485,FRB20201124A,1146.972,1.219921e-02,2.328985e-05,16.9
FRB20201124A_2021MayApr_1485,FRB20201124A,1188.976,8.469915e-03,5.224706e-05,8.5
FRB20201124A_2021MayApr_1485,FRB20201124A,1230.966,8.594805e-03,2.940377e-05,13.4
